{'position': {'x': 3918.606934, 'y': 93.959671, 'z': -2108.726318}, 'level_range': {'x': 5.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3813.672119, 'y': 27.0, 'z': -636.598999}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 818.500183, 'y': 27.0, 'z': -752.76532}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3607.942139, 'y': 27.0, 'z': -848.804199}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4153.886719, 'y': 27.0, 'z': -1005.5354}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 295.223938, 'y': 27.0, 'z': -953.087585}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 475.426788, 'y': 27.0, 'z': -1336.932739}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3957.6875, 'y': 27.0, 'z': -754.825623}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 513.303101, 'y': 27.0, 'z': -1444.576172}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4035.983887, 'y': 27.0, 'z': -810.989014}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3957.244873, 'y': 27.0, 'z': -784.198608}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2398.2146, 'y': 27.0, 'z': -629.50293}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 4357.308594, 'y': 27.0, 'z': -1226.68457}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2324.165283, 'y': 27.0, 'z': -642.938354}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 673.021057, 'y': 27.0, 'z': -792.46167}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4281.104004, 'y': 27.0, 'z': -1123.406006}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4039.68042, 'y': 27.0, 'z': -895.559692}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2202.234375, 'y': 27.0, 'z': -792.436401}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3850.132324, 'y': 27.0, 'z': -869.899658}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4401.029785, 'y': 27.0, 'z': -1325.792725}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2782.512695, 'y': 27.0, 'z': -652.301025}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2898.360107, 'y': 27.0, 'z': -620.309265}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3661.117188, 'y': 27.0, 'z': -635.94635}, 'level_range': {'x': 15.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4048.006104, 'y': 27.0, 'z': -842.847168}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3984.750244, 'y': 27.0, 'z': -808.057983}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1081.626221, 'y': 27.0, 'z': -749.379578}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4326.899414, 'y': 27.0, 'z': -1180.841675}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 398.04248, 'y': 27.0, 'z': -1021.875244}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3837.135986, 'y': 27.0, 'z': -604.879822}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4115.65625, 'y': 27.0, 'z': -913.016296}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3748.484863, 'y': 27.0, 'z': -629.61145}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3957.516846, 'y': 27.0, 'z': -798.620422}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4409.409668, 'y': 27.0, 'z': -1283.182373}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3614.668945, 'y': 27.0, 'z': -994.960327}, 'level_range': {'x': 15.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4015.144043, 'y': 27.0, 'z': -820.875793}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 691.994751, 'y': 27.0, 'z': -793.256409}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2633.350098, 'y': 27.0, 'z': -681.98822}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3833.194336, 'y': 27.0, 'z': -618.123291}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3461.26416, 'y': 27.0, 'z': -649.052124}, 'level_range': {'x': 13.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3823.191406, 'y': 27.0, 'z': -903.778809}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4461.469238, 'y': 27.0, 'z': -1409.848267}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2718.70752, 'y': 27.0, 'z': -652.703979}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 1355.058838, 'y': 27.0, 'z': -752.185913}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3397.172119, 'y': 27.0, 'z': -633.012024}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4459.292969, 'y': 27.0, 'z': -1350.42334}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4355.407715, 'y': 27.0, 'z': -1236.576294}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4477.998047, 'y': 27.0, 'z': -1410.824463}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 630.578796, 'y': 27.0, 'z': -779.232422}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4112.727051, 'y': 27.0, 'z': -955.510681}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 533.853638, 'y': 27.0, 'z': -786.247498}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 785.871399, 'y': 27.0, 'z': -774.321899}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 452.502014, 'y': 27.0, 'z': -833.861023}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2635.840088, 'y': 27.0, 'z': -658.251404}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 4082.259521, 'y': 27.0, 'z': -951.905579}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2349.131836, 'y': 27.0, 'z': -632.830322}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3751.527588, 'y': 27.0, 'z': -651.434021}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3683.436523, 'y': 27.0, 'z': -644.484375}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3993.37793, 'y': 27.0, 'z': -785.626892}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 534.330566, 'y': 27.0, 'z': -804.72998}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4292.991211, 'y': 27.0, 'z': -1153.463257}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3795.379883, 'y': 27.0, 'z': -1062.611084}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 520.260986, 'y': 27.0, 'z': -804.778931}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 359.596405, 'y': 27.0, 'z': -947.169189}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3656.089111, 'y': 27.0, 'z': -616.525574}, 'level_range': {'x': 15.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 533.565002, 'y': 27.0, 'z': -788.63208}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4296.783203, 'y': 27.0, 'z': -1216.803467}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4068.785156, 'y': 27.0, 'z': -1045.995117}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 820.820068, 'y': 27.0, 'z': -754.378357}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3873.625488, 'y': 27.0, 'z': -987.354126}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3833.12793, 'y': 27.0, 'z': -1137.462646}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 744.540405, 'y': 27.0, 'z': -782.073486}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3840.629639, 'y': 27.0, 'z': -634.796265}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 296.128021, 'y': 27.0, 'z': -946.713928}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4150.977539, 'y': 27.0, 'z': -973.524963}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3921.038574, 'y': 27.0, 'z': -663.517456}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 508.636963, 'y': 27.0, 'z': -1453.154297}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4362.825195, 'y': 27.0, 'z': -1244.578491}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 233.286621, 'y': 27.0, 'z': -988.122314}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 886.896057, 'y': 27.0, 'z': -759.896057}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 393.01416, 'y': 27.0, 'z': -1081.101929}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 213.514175, 'y': 27.0, 'z': -983.613403}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3845.797119, 'y': 27.0, 'z': -631.213257}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 757.837097, 'y': 27.0, 'z': -756.312622}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4156.244629, 'y': 27.0, 'z': -1022.073364}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3990.045654, 'y': 27.0, 'z': -772.813171}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3764.353027, 'y': 27.0, 'z': -948.961182}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3839.903076, 'y': 27.0, 'z': -647.763977}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 458.867981, 'y': 27.0, 'z': -840.540527}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4503.952637, 'y': 27.0, 'z': -1419.242554}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3707.505615, 'y': 27.0, 'z': -613.093872}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4455.108887, 'y': 27.0, 'z': -1414.762085}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3229.488037, 'y': 27.0, 'z': -805.086243}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4264.776367, 'y': 27.0, 'z': -1106.353271}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 882.735413, 'y': 27.0, 'z': -767.757263}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4219.599609, 'y': 27.0, 'z': -1113.348511}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 860.585815, 'y': 27.0, 'z': -757.622925}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3586.298828, 'y': 27.0, 'z': -616.684937}, 'level_range': {'x': 14.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4273.56543, 'y': 27.0, 'z': -1175.218262}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4314.681152, 'y': 27.0, 'z': -1215.903076}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 715.952881, 'y': 27.0, 'z': -784.82428}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3977.598145, 'y': 27.0, 'z': -1276.359009}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4088.419922, 'y': 27.0, 'z': -987.997437}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3917.946289, 'y': 27.0, 'z': -709.961121}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3158.524658, 'y': 27.0, 'z': -651.444885}, 'level_range': {'x': 12.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4013.043457, 'y': 27.0, 'z': -826.975769}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4112.54541, 'y': 27.0, 'z': -1107.398071}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4205.188965, 'y': 27.0, 'z': -1021.506287}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 680.996094, 'y': 27.0, 'z': -785.205811}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4021.585449, 'y': 27.0, 'z': -998.294922}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 736.895264, 'y': 27.0, 'z': -780.40918}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4006.599121, 'y': 27.0, 'z': -805.667603}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2881.599854, 'y': 27.0, 'z': -647.888306}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 499.179321, 'y': 27.0, 'z': -1422.340454}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2823.339844, 'y': 27.0, 'z': -645.404297}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4021.868408, 'y': 27.0, 'z': -857.874817}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3987.254395, 'y': 27.0, 'z': -759.946167}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4290.620117, 'y': 27.0, 'z': -1144.125122}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4327.342773, 'y': 27.0, 'z': -1379.369141}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 308.919647, 'y': 27.0, 'z': -941.674805}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4387.096191, 'y': 27.0, 'z': -1323.943481}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4306.560059, 'y': 27.0, 'z': -1183.829224}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4145.541504, 'y': 27.0, 'z': -962.395813}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3961.854492, 'y': 27.0, 'z': -732.437012}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4469.095215, 'y': 27.0, 'z': -1417.992432}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3929.681152, 'y': 27.0, 'z': -721.194885}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3912.811035, 'y': 27.0, 'z': -1112.938232}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 869.65686, 'y': 27.0, 'z': -760.230164}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4054.552246, 'y': 27.0, 'z': -1007.031982}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1259.724365, 'y': 27.0, 'z': -711.333435}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4101.737793, 'y': 27.0, 'z': -983.911682}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4164.196777, 'y': 27.0, 'z': -1000.641724}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4202.416504, 'y': 27.0, 'z': -1059.28186}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4239.458984, 'y': 27.0, 'z': -1065.57251}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1219.051514, 'y': 27.0, 'z': -728.631653}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4024.876221, 'y': 27.0, 'z': -837.018311}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 845.139282, 'y': 27.0, 'z': -773.787048}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3883.234863, 'y': 27.0, 'z': -663.536499}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4009.646484, 'y': 27.0, 'z': -1054.154785}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3975.662109, 'y': 27.0, 'z': -811.890625}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 544.008179, 'y': 27.0, 'z': -821.205872}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 843.92157, 'y': 27.0, 'z': -775.658325}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 843.972046, 'y': 27.0, 'z': -775.087097}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4064.269531, 'y': 27.0, 'z': -899.692078}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 528.962769, 'y': 27.0, 'z': -814.224792}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3995.39624, 'y': 27.0, 'z': -775.68219}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4080.957275, 'y': 27.0, 'z': -935.429565}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3913.787842, 'y': 27.0, 'z': -676.188477}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3976.022705, 'y': 27.0, 'z': -743.173218}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
