{'position': {'x': 571.127625, 'y': 58.056931, 'z': -4225.402344}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1214.291016, 'y': 49.230766, 'z': -4278.270508}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1290.359619, 'y': 49.230766, 'z': -4275.601074}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1052.154175, 'y': 49.230766, 'z': -4061.06958}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1246.281494, 'y': 62.722069, 'z': -3537.685303}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1314.163696, 'y': 49.230766, 'z': -4307.047852}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 883.080383, 'y': 49.230766, 'z': -3969.485596}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 722.395569, 'y': 50.148594, 'z': -3978.297119}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1199.813232, 'y': 49.230766, 'z': -4250.067383}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1307.389893, 'y': 49.230766, 'z': -4254.836426}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1027.088379, 'y': 27.0, 'z': -4737.243652}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1178.279907, 'y': 110.049568, 'z': -4475.538086}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1144.572144, 'y': 49.230766, 'z': -4165.527344}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1115.473877, 'y': 97.715538, 'z': -4628.998535}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 752.847839, 'y': 49.230766, 'z': -3714.279785}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1089.176025, 'y': 146.746185, 'z': -4534.796387}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 674.687073, 'y': 42.068008, 'z': -4248.566895}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1050.570435, 'y': 27.0, 'z': -4763.341797}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1761.233276, 'y': 100.75943, 'z': -3591.77417}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1342.978027, 'y': 49.230766, 'z': -3780.392822}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1051.326172, 'y': 49.92976, 'z': -3546.760254}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1144.747681, 'y': 49.230766, 'z': -4163.12793}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1362.318115, 'y': 49.230766, 'z': -3680.979492}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 762.756714, 'y': 49.230766, 'z': -3855.090088}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1068.162964, 'y': 49.230766, 'z': -3774.128906}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1038.392822, 'y': 96.70208, 'z': -4556.687988}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 721.310181, 'y': 69.654167, 'z': -3466.679932}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 976.860168, 'y': 99.311005, 'z': -4524.490234}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1029.871216, 'y': 49.230766, 'z': -3925.66748}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1532.987671, 'y': 49.230766, 'z': -3813.118896}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1197.499512, 'y': 49.230766, 'z': -3758.221436}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1090.400024, 'y': 68.424583, 'z': -3500.8125}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 617.295105, 'y': 27.0, 'z': -3683.630615}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1187.687256, 'y': 144.642792, 'z': -4556.266113}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1097.872803, 'y': 49.230766, 'z': -3821.013672}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 968.925781, 'y': 49.230766, 'z': -3712.050781}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1141.507813, 'y': 101.537354, 'z': -4388.999023}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 993.476196, 'y': 49.230766, 'z': -3901.062256}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1629.634766, 'y': 49.230766, 'z': -3801.513672}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1060.508301, 'y': 49.230766, 'z': -3947.518066}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1097.381226, 'y': 49.230766, 'z': -4015.356445}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1165.901367, 'y': 49.230766, 'z': -3688.6521}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1005.233521, 'y': 49.230766, 'z': -3895.469482}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1328.725098, 'y': 50.054062, 'z': -4214.687012}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 777.161438, 'y': 73.980263, 'z': -4319.433105}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1010.868469, 'y': 49.230766, 'z': -4323.542969}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1063.721558, 'y': 49.230766, 'z': -4090.751221}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1149.496948, 'y': 55.486935, 'z': -3534.192871}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1324.070923, 'y': 49.230766, 'z': -3676.453613}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 901.557007, 'y': 101.036728, 'z': -4564.022461}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1018.895508, 'y': 98.628181, 'z': -4403.79541}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1074.898071, 'y': 67.990227, 'z': -3445.18457}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1062.789185, 'y': 49.230766, 'z': -3608.057129}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1101.191895, 'y': 49.230766, 'z': -4062.165039}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1116.231689, 'y': 49.230766, 'z': -4039.116455}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 843.629456, 'y': 49.230766, 'z': -4080.866211}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 682.912781, 'y': 49.230774, 'z': -4014.798828}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1122.211914, 'y': 49.230766, 'z': -3658.925293}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 590.258789, 'y': 27.0, 'z': -3684.923828}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 521.161987, 'y': 27.0, 'z': -3948.223145}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1050.7948, 'y': 49.230766, 'z': -4136.986816}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 845.423767, 'y': 49.230766, 'z': -4031.293945}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1230.411865, 'y': 49.230766, 'z': -4283.350098}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1198.582275, 'y': 52.475391, 'z': -3567.758301}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1414.901978, 'y': 106.66256, 'z': -3589.526123}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 2005.24292, 'y': 125.293564, 'z': -3625.281006}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1067.774902, 'y': 49.230766, 'z': -3648.740479}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 905.636475, 'y': 49.230766, 'z': -3856.459229}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 877.300964, 'y': 49.230766, 'z': -4177.234375}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1064.838379, 'y': 49.230766, 'z': -4080.624512}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1246.366577, 'y': 49.230766, 'z': -3702.974365}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 775.675781, 'y': 49.230766, 'z': -4005.977295}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 874.619263, 'y': 49.230766, 'z': -4188.426758}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 775.870178, 'y': 27.0, 'z': -4567.91748}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1137.990723, 'y': 49.230766, 'z': -3878.625732}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 640.76947, 'y': 55.082802, 'z': -4108.407227}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1630.944702, 'y': 50.342392, 'z': -4104.15625}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 984.135254, 'y': 70.593628, 'z': -3436.498291}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1129.96228, 'y': 49.230766, 'z': -3715.73291}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 856.314575, 'y': 104.421173, 'z': -4432.042969}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1288.386719, 'y': 103.022148, 'z': -4641.740723}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 935.210144, 'y': 49.230766, 'z': -3918.712402}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1119.508667, 'y': 49.230766, 'z': -3888.824219}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1196.140991, 'y': 52.716129, 'z': -3564.624023}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1251.214233, 'y': 49.230766, 'z': -4221.390625}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1300.985962, 'y': 49.230766, 'z': -3869.042725}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1339.050537, 'y': 49.230766, 'z': -3866.443604}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 965.873352, 'y': 49.230766, 'z': -4283.366699}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1299.900269, 'y': 49.230766, 'z': -3773.983887}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 874.29187, 'y': 49.230766, 'z': -3679.095215}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1186.572876, 'y': 100.012207, 'z': -4658.907715}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1091.535156, 'y': 49.230766, 'z': -3849.208252}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 983.902893, 'y': 49.230766, 'z': -4310.082031}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1802.206055, 'y': 105.291435, 'z': -3630.063965}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 819.135864, 'y': 52.623474, 'z': -3609.188232}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1030.141113, 'y': 49.230766, 'z': -3901.14917}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1828.2229, 'y': 101.653534, 'z': -3638.479492}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 956.185547, 'y': 49.230766, 'z': -3940.332031}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1164.163208, 'y': 49.230766, 'z': -4014.579834}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1057.127075, 'y': 51.718342, 'z': -4207.180176}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1288.700684, 'y': 67.184265, 'z': -4034.737793}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 922.630676, 'y': 49.230766, 'z': -4222.315918}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1172.139282, 'y': 49.230766, 'z': -3937.828857}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1289.532715, 'y': 49.230766, 'z': -3887.594727}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1005.619446, 'y': 49.230766, 'z': -3890.104004}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1205.374146, 'y': 49.230766, 'z': -3893.182129}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1143.591553, 'y': 49.230766, 'z': -3644.684082}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1030.640381, 'y': 49.230766, 'z': -3745.372803}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1030.751465, 'y': 49.230766, 'z': -4030.315674}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 923.312195, 'y': 86.731339, 'z': -4331.580566}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1090.777832, 'y': 98.927979, 'z': -4680.118652}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 883.587952, 'y': 99.975403, 'z': -4510.720215}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 997.994141, 'y': 49.230766, 'z': -3937.82373}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1158.849731, 'y': 49.230766, 'z': -3873.665283}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1244.843018, 'y': 65.229675, 'z': -3509.631592}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1226.88269, 'y': 66.315033, 'z': -4098.994629}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1157.83728, 'y': 49.230766, 'z': -4006.481445}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1265.858398, 'y': 49.230766, 'z': -3859.220947}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 901.071167, 'y': 49.230766, 'z': -4163.135254}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1016.625244, 'y': 49.230766, 'z': -4059.387695}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1018.88147, 'y': 49.230766, 'z': -3700.524414}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 836.388489, 'y': 49.230766, 'z': -3715.915283}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1220.073853, 'y': 49.230766, 'z': -3650.321289}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1113.889771, 'y': 49.230766, 'z': -4087.650635}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1210.773071, 'y': 49.230766, 'z': -3809.781494}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1231.807373, 'y': 49.230766, 'z': -3605.608398}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1008.544128, 'y': 68.497108, 'z': -3488.602539}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1074.803833, 'y': 49.230766, 'z': -4041.054443}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 941.779663, 'y': 51.127243, 'z': -4004.026367}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 919.166382, 'y': 49.230766, 'z': -4280.662598}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 864.614746, 'y': 49.230766, 'z': -4120.476563}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 533.983398, 'y': 53.112015, 'z': -3873.505127}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1263.736206, 'y': 49.230766, 'z': -3678.748291}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1130.17041, 'y': 49.230766, 'z': -3991.560547}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1163.548218, 'y': 69.116501, 'z': -3460.828857}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1010.126038, 'y': 49.230766, 'z': -3834.395508}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 988.074158, 'y': 49.230766, 'z': -3627.450195}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 736.357971, 'y': 51.545475, 'z': -3888.70459}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 730.403015, 'y': 70.093971, 'z': -3466.971191}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1289.336426, 'y': 49.230766, 'z': -3664.355713}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1085.462036, 'y': 49.230766, 'z': -3604.102783}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1091.253052, 'y': 49.230766, 'z': -3668.043457}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1142.905884, 'y': 101.934273, 'z': -4619.558594}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1046.00354, 'y': 49.230766, 'z': -3853.674561}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1111.380859, 'y': 49.230766, 'z': -4189.798828}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 881.016541, 'y': 49.230766, 'z': -3949.71582}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 983.913086, 'y': 49.230766, 'z': -3578.56665}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 947.708557, 'y': 49.230766, 'z': -3770.041748}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 832.971802, 'y': 99.742516, 'z': -4463.772949}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1291.300293, 'y': 49.230766, 'z': -3708.066406}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
