{'position': {'x': 4532.016602, 'y': 27.0, 'z': -2105.275879}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 15}
{'position': {'x': 4345.976074, 'y': 101.148109, 'z': -2097.318115}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4040.785645, 'y': 104.664963, 'z': -2081.490234}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3705.203613, 'y': 114.997253, 'z': -2084.805664}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3410.650635, 'y': 116.361626, 'z': -2542.584473}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4161.431152, 'y': 104.104347, 'z': -2042.609619}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3291.06543, 'y': 136.757614, 'z': -2625.645508}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4127.866699, 'y': 100.770576, 'z': -1710.183838}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3804.222412, 'y': 150.215363, 'z': -1562.043213}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3927.008301, 'y': 124.746147, 'z': -1858.898193}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3403.822754, 'y': 150.003052, 'z': -2120.128906}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3870.321289, 'y': 159.189407, 'z': -1910.159668}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3987.614746, 'y': 119.128258, 'z': -1731.38269}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4137.298828, 'y': 106.266563, 'z': -2043.873535}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4016.320313, 'y': 102.951653, 'z': -2053.794678}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3747.156738, 'y': 95.012924, 'z': -2079.61377}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3939.888184, 'y': 148.325439, 'z': -1699.942017}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3326.713867, 'y': 136.618607, 'z': -2386.359863}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3394.029297, 'y': 169.993286, 'z': -2071.367676}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4019.066162, 'y': 104.15377, 'z': -1919.602051}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3363.131104, 'y': 134.273788, 'z': -2383.787842}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4308.109375, 'y': 101.37249, 'z': -2188.895752}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3472.683105, 'y': 117.404076, 'z': -2183.515869}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3454.167725, 'y': 123.382942, 'z': -2398.893555}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3898.100586, 'y': 98.789078, 'z': -2015.931274}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3790.603271, 'y': 151.360977, 'z': -2003.074341}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3912.073242, 'y': 133.861694, 'z': -1804.25293}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3339.148438, 'y': 135.81636, 'z': -2258.868652}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3404.963135, 'y': 126.541275, 'z': -2197.744629}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3814.06958, 'y': 150.137115, 'z': -1597.692261}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4053.604248, 'y': 104.080238, 'z': -1923.412842}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3486.784668, 'y': 117.512558, 'z': -2320.192627}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4027.576904, 'y': 53.191833, 'z': -2184.856445}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3863.099854, 'y': 158.242538, 'z': -1908.856079}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3340.935547, 'y': 136.106018, 'z': -2302.763672}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3706.940918, 'y': 114.997253, 'z': -2078.157227}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3425.101563, 'y': 125.951622, 'z': -2323.80249}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4014.304688, 'y': 102.271286, 'z': -2050.57666}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3294.416016, 'y': 136.329254, 'z': -2247.737305}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3509.847168, 'y': 111.678444, 'z': -2276.289307}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3928.06543, 'y': 134.636887, 'z': -1729.272339}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3912.071777, 'y': 94.629539, 'z': -2096.477051}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3360.11084, 'y': 134.824692, 'z': -2577.835205}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3975.153564, 'y': 122.275398, 'z': -1731.949829}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3300.89502, 'y': 136.757614, 'z': -2583.50708}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3404.271973, 'y': 127.485184, 'z': -2223.708984}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3384.892334, 'y': 131.88858, 'z': -2554.677002}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3134.633301, 'y': 200.024414, 'z': -2459.743164}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3357.14917, 'y': 134.865555, 'z': -2406.611572}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4347.191895, 'y': 104.140869, 'z': -2135.184814}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3125.274902, 'y': 252.880463, 'z': -2537.286377}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3427.644043, 'y': 124.288376, 'z': -2488.943359}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4095.268555, 'y': 106.702202, 'z': -1951.011475}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3185.359375, 'y': 199.993896, 'z': -2591.584717}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3920.876953, 'y': 150.651825, 'z': -1698.858521}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3452.353516, 'y': 123.553986, 'z': -2397.498779}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3552.050049, 'y': 101.946228, 'z': -2275.025146}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3486.231689, 'y': 115.658615, 'z': -2203.041504}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3457.070801, 'y': 111.716469, 'z': -2452.979248}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4058.88208, 'y': 100.265381, 'z': -1996.272949}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3943.898438, 'y': 106.39473, 'z': -2077.244873}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4175.319336, 'y': 101.495949, 'z': -2009.862427}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3363.835938, 'y': 150.003052, 'z': -2144.030518}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3995.432861, 'y': 103.05336, 'z': -1983.642456}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3400.494385, 'y': 129.320389, 'z': -2532.552002}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3456.331543, 'y': 120.264351, 'z': -2223.201904}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4103.498047, 'y': 27.0, 'z': -1629.660767}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 4310.930664, 'y': 107.835457, 'z': -2072.525879}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3246.381348, 'y': 140.877121, 'z': -2465.577393}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3890.334717, 'y': 119.587357, 'z': -1970.983276}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3711.910156, 'y': 156.597519, 'z': -1575.397827}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3966.315918, 'y': 121.387863, 'z': -1818.382446}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3474.72168, 'y': 150.003052, 'z': -2122.798584}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4295.21582, 'y': 103.406548, 'z': -2174.997559}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3088.499268, 'y': 200.024414, 'z': -2365.79834}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 15}
{'position': {'x': 4033.744141, 'y': 103.094437, 'z': -1881.392944}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2963.693115, 'y': 251.632782, 'z': -2730.948242}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3743.422363, 'y': 153.301773, 'z': -1633.703613}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3687.181152, 'y': 153.789673, 'z': -1639.502686}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3497.864746, 'y': 150.003052, 'z': -2141.942627}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3037.704346, 'y': 250.228882, 'z': -2446.388916}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3777.181396, 'y': 95.024155, 'z': -2073.176758}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3694.19458, 'y': 158.644104, 'z': -1601.504883}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3393.174072, 'y': 128.752777, 'z': -2298.239502}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3409.735352, 'y': 150.003052, 'z': -2109.188232}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3482.429443, 'y': 116.094803, 'z': -2259.889893}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4035.203613, 'y': 104.523315, 'z': -1804.81311}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3367.41333, 'y': 132.034332, 'z': -2425.702148}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3383.152588, 'y': 130.814194, 'z': -2256.391846}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3512.894531, 'y': 113.378136, 'z': -2187.528564}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3874.675293, 'y': 153.704803, 'z': -1700.318115}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3460.177979, 'y': 111.293625, 'z': -2443.793945}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4285.016113, 'y': 105.510429, 'z': -2164.014404}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3139.351074, 'y': 199.993896, 'z': -2232.646729}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3523.583252, 'y': 113.994675, 'z': -2172.681152}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3453.015381, 'y': 150.003052, 'z': -2139.96875}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4168.898438, 'y': 104.198235, 'z': -1957.902588}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3501.72168, 'y': 150.003052, 'z': -2158.038086}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3485.867432, 'y': 115.602501, 'z': -2211.206055}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4126.831055, 'y': 104.569992, 'z': -2060.001465}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3359.583008, 'y': 131.526077, 'z': -2481.996094}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4088.755859, 'y': 123.89653, 'z': -1866.234863}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3437.406738, 'y': 115.122604, 'z': -2521.248291}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4280.583008, 'y': 114.792084, 'z': -2113.659668}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3298.368408, 'y': 136.757614, 'z': -2382.944824}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3879.563232, 'y': 27.0, 'z': -1542.666748}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3982.337646, 'y': 117.918091, 'z': -1772.315674}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4384.201172, 'y': 49.960323, 'z': -1968.101563}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4004.669678, 'y': 27.0, 'z': -1625.714355}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3719.892822, 'y': 114.966736, 'z': -2072.221924}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4118.28418, 'y': 58.377796, 'z': -2215.881592}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4325.990234, 'y': 104.49968, 'z': -2054.432617}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3271.976807, 'y': 136.757614, 'z': -2591.726807}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3772.889648, 'y': 153.432541, 'z': -1629.747925}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4181.839844, 'y': 101.902672, 'z': -2051.577148}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3839.496338, 'y': 150.09462, 'z': -1649.427002}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3242.853027, 'y': 199.993896, 'z': -2321.178955}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3691.466553, 'y': 154.984436, 'z': -1577.374146}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3962.198975, 'y': 105.477859, 'z': -1967.642456}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3425.966064, 'y': 124.709854, 'z': -2246.407471}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3336.425781, 'y': 136.650803, 'z': -2332.244873}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3413.129883, 'y': 125.516304, 'z': -2198.092773}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3896.723877, 'y': 27.0, 'z': -1591.949707}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3246.236816, 'y': 199.993896, 'z': -2385.622314}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3491.825928, 'y': 108.288773, 'z': -2392.019043}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4502.167969, 'y': 27.0, 'z': -2160.387695}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3127.61499, 'y': 191.936768, 'z': -2340.556641}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4043.554199, 'y': 100.863976, 'z': -2011.630005}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3769.538818, 'y': 154.949722, 'z': -1614.70752}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4299.77832, 'y': 27.0, 'z': -1763.980835}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3901.033447, 'y': 121.147743, 'z': -1953.173828}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3122.469482, 'y': 252.391724, 'z': -2570.834473}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3376.384277, 'y': 131.640167, 'z': -2240.227539}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2998.43335, 'y': 248.824997, 'z': -2396.973877}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3608.425049, 'y': 150.09462, 'z': -1606.647705}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3701.895264, 'y': 159.402985, 'z': -1607.086548}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3985.096436, 'y': 118.91465, 'z': -1739.680908}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4256.315918, 'y': 104.894913, 'z': -1834.535034}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3742.622559, 'y': 152.804611, 'z': -1649.914307}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3910.274902, 'y': 138.665421, 'z': -1745.619507}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3507.94043, 'y': 113.872772, 'z': -2293.399902}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3256.661865, 'y': 158.032928, 'z': -2095.407227}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4531.158203, 'y': 27.0, 'z': -2085.202393}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 15}
{'position': {'x': 4505.768555, 'y': 27.0, 'z': -2055.223389}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 15}
{'position': {'x': 4216.058105, 'y': 101.364639, 'z': -2009.584106}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3283.897705, 'y': 136.757614, 'z': -2515.045898}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4099.25293, 'y': 102.950386, 'z': -1967.706421}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3835.892822, 'y': 152.914337, 'z': -1917.286255}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4383.837402, 'y': 49.990845, 'z': -1937.401123}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 15}
