{'position': {'x': 758.106323, 'y': 149.5, 'z': -328.791779}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 615.579712, 'y': 106.19455, 'z': -856.724854}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 725.58197, 'y': 189.267746, 'z': -947.818726}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 691.799683, 'y': 147.042648, 'z': -977.714722}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 574.125732, 'y': 187.722549, 'z': -938.356689}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 655.465576, 'y': 146.763885, 'z': -845.123901}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 486.594849, 'y': 187.373993, 'z': -910.467407}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 716.595215, 'y': 190.106644, 'z': -935.46936}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 636.245972, 'y': 106.078651, 'z': -915.001465}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 650.979431, 'y': 148.162964, 'z': -828.271118}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 514.761047, 'y': 91.264069, 'z': -926.847839}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 662.695129, 'y': 105.644661, 'z': -999.486389}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 680.404175, 'y': 147.027756, 'z': -752.781799}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 633.785156, 'y': 147.078049, 'z': -867.129761}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 622.92218, 'y': 105.932907, 'z': -876.025513}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 608.603516, 'y': 105.929024, 'z': -833.586243}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 616.086975, 'y': 149.994385, 'z': -883.105347}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 720.690979, 'y': 146.035294, 'z': -800.182861}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 643.651733, 'y': 105.856468, 'z': -939.796631}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 583.515625, 'y': 146.889389, 'z': -849.803772}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 718.458618, 'y': 188.010605, 'z': -871.215698}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 686.191589, 'y': 104.668884, 'z': -975.492554}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'denkiishi', 'area_no': 3}
{'position': {'x': 600.050537, 'y': 190.431183, 'z': -945.182129}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 579.862061, 'y': 188.231415, 'z': -927.409851}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 747.996216, 'y': 113.627693, 'z': -945.985718}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 660.70166, 'y': 146.770111, 'z': -878.00354}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 589.694641, 'y': 189.247269, 'z': -940.686401}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 601.483398, 'y': 117.793365, 'z': -813.732666}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 3}
{'position': {'x': 718.276001, 'y': 146.153152, 'z': -900.409668}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 762.279907, 'y': 189.135498, 'z': -901.446045}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 645.533997, 'y': 106.866333, 'z': -895.51062}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'volcano', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 591.990112, 'y': 154.878204, 'z': -911.346191}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 705.011841, 'y': 146.232025, 'z': -920.32019}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 643.105896, 'y': 194.265747, 'z': -983.776917}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 686.914063, 'y': 181.811478, 'z': -812.69812}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 753.591003, 'y': 115.438164, 'z': -868.552734}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 450.948364, 'y': 215.247711, 'z': -969.020752}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 717.198486, 'y': 145.652573, 'z': -991.953613}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 727.776062, 'y': 146.066864, 'z': -819.579712}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 720.353943, 'y': 110.471184, 'z': -959.306519}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 739.293701, 'y': 145.013794, 'z': -879.780701}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 709.571045, 'y': 145.931, 'z': -942.410522}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 738.371948, 'y': 113.296906, 'z': -954.305542}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'volcano', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 624.491211, 'y': 104.089134, 'z': -972.567993}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 690.50177, 'y': 146.016174, 'z': -786.784302}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 687.058716, 'y': 145.739685, 'z': -903.136597}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 762.757263, 'y': 113.859032, 'z': -906.454651}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 628.591553, 'y': 147.874207, 'z': -815.963379}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 634.045105, 'y': 104.646156, 'z': -991.052124}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 491.095459, 'y': 216.252899, 'z': -925.940735}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 704.968262, 'y': 144.850739, 'z': -894.978271}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 647.582825, 'y': 146.268341, 'z': -892.25177}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 654.70459, 'y': 105.981949, 'z': -985.346191}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 698.089966, 'y': 145.939316, 'z': -811.121216}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 550.676453, 'y': 187.346268, 'z': -919.442627}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 3}
{'position': {'x': 641.865662, 'y': 105.837463, 'z': -943.526855}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 772.976868, 'y': 188.430374, 'z': -895.069336}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'denkiishi', 'area_no': 3}
{'position': {'x': 597.54248, 'y': 105.837837, 'z': -855.232788}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 653.261902, 'y': 194.008331, 'z': -956.686279}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 593.827942, 'y': 157.208313, 'z': -983.115723}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 646.596497, 'y': 147.245758, 'z': -903.994629}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 639.755127, 'y': 194.37323, 'z': -997.583618}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 713.667358, 'y': 145.198334, 'z': -894.323608}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 728.753113, 'y': 146.335495, 'z': -836.077393}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 664.12384, 'y': 194.458344, 'z': -972.149902}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 636.30835, 'y': 105.886459, 'z': -892.802979}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 626.574829, 'y': 158.132904, 'z': -984.61377}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 760.51825, 'y': 115.369156, 'z': -873.296204}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 756.780579, 'y': 114.499664, 'z': -896.425903}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 735.020996, 'y': 145.478394, 'z': -881.4375}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 523.990845, 'y': 190.247131, 'z': -921.569092}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 770.641846, 'y': 113.552048, 'z': -996.966736}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 621.132813, 'y': 192.730774, 'z': -958.241699}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 649.723633, 'y': 105.566925, 'z': -960.515869}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 731.719788, 'y': 146.171021, 'z': -819.688904}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 707.772522, 'y': 184.525055, 'z': -839.653137}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 671.93457, 'y': 194.135788, 'z': -970.853699}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 643.310791, 'y': 105.014191, 'z': -987.411987}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 648.343018, 'y': 193.160187, 'z': -944.196289}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 649.386108, 'y': 148.675903, 'z': -821.605347}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 667.726196, 'y': 193.506012, 'z': -952.039551}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 740.06488, 'y': 189.212708, 'z': -959.577148}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 639.875, 'y': 104.954636, 'z': -969.228882}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 628.414917, 'y': 106.928078, 'z': -827.037659}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 710.277405, 'y': 145.196671, 'z': -757.97229}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 527.543884, 'y': 91.70546, 'z': -937.045959}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 680.362793, 'y': 146.85376, 'z': -810.117615}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 739.644592, 'y': 144.787231, 'z': -774.186768}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 704.440308, 'y': 106.829765, 'z': -961.515686}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'volcano', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 720.006592, 'y': 187.711655, 'z': -864.447021}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 703.261597, 'y': 189.671295, 'z': -957.671509}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 470.549438, 'y': 215.102081, 'z': -939.741455}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 604.024292, 'y': 190.94046, 'z': -950.084717}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 599.04895, 'y': 145.729523, 'z': -860.180786}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 725.564819, 'y': 188.314514, 'z': -883.084412}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 732.830322, 'y': 146.225174, 'z': -820.166504}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 687.365112, 'y': 191.161224, 'z': -949.863647}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 628.855408, 'y': 190.342621, 'z': -921.74292}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 703.842773, 'y': 189.060303, 'z': -969.036743}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 741.348816, 'y': 187.961456, 'z': -874.9104}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 577.976013, 'y': 187.968201, 'z': -932.330017}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 613.364441, 'y': 105.848419, 'z': -837.829468}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 712.911011, 'y': 187.305878, 'z': -984.867981}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 584.358643, 'y': 147.290405, 'z': -846.922729}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 728.668396, 'y': 112.40332, 'z': -961.875366}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'volcano', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 625.453247, 'y': 157.400116, 'z': -971.193604}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 702.601135, 'y': 187.583832, 'z': -867.55127}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 530.394836, 'y': 91.90036, 'z': -945.642944}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 609.813904, 'y': 147.675659, 'z': -873.015015}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 722.905212, 'y': 145.873276, 'z': -967.377441}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 648.947693, 'y': 146.649628, 'z': -897.948364}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 597.346069, 'y': 157.358383, 'z': -988.461548}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 765.960449, 'y': 114.744522, 'z': -885.674805}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 664.384277, 'y': 194.348297, 'z': -970.858521}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 729.871826, 'y': 188.928009, 'z': -900.888245}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 511.936249, 'y': 91.109016, 'z': -987.767944}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 750.109741, 'y': 189.121582, 'z': -981.86908}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 774.520142, 'y': 116.665512, 'z': -904.921997}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 722.540161, 'y': 145.862671, 'z': -997.242798}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 725.671265, 'y': 189.737549, 'z': -925.853882}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 603.873596, 'y': 156.046967, 'z': -918.242859}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 472.932159, 'y': 215.102676, 'z': -928.570313}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 661.591064, 'y': 147.832489, 'z': -823.90564}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 557.6922, 'y': 94.10276, 'z': -977.810425}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 711.095093, 'y': 188.185455, 'z': -979.187622}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 648.572998, 'y': 148.734528, 'z': -810.455566}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 655.554382, 'y': 147.049255, 'z': -840.989685}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 725.142395, 'y': 188.137161, 'z': -877.379578}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 527.115356, 'y': 91.247917, 'z': -970.402954}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 636.072937, 'y': 147.355682, 'z': -871.901306}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 637.69397, 'y': 147.267227, 'z': -883.754822}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 706.524414, 'y': 145.917648, 'z': -984.175659}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 687.477112, 'y': 146.331375, 'z': -803.848999}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 691.222656, 'y': 190.09082, 'z': -975.967529}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 719.765686, 'y': 145.868851, 'z': -968.438965}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 532.046631, 'y': 90.987083, 'z': -986.486938}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 643.945923, 'y': 149.11586, 'z': -811.437866}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 682.001038, 'y': 145.7659, 'z': -897.787292}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 677.852417, 'y': 146.034561, 'z': -873.78772}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 711.135498, 'y': 188.068176, 'z': -880.307495}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 691.789063, 'y': 145.469299, 'z': -914.037109}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 516.189392, 'y': 91.385384, 'z': -924.451904}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 519.301392, 'y': 91.319916, 'z': -927.988586}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 502.702881, 'y': 152.320648, 'z': -376.547546}, 'level_range': {'x': 60.0, 'y': 71.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 759.527466, 'y': 114.30748, 'z': -897.452148}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 626.831421, 'y': 157.841568, 'z': -989.293823}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 672.723999, 'y': 146.479996, 'z': -873.529419}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 634.420654, 'y': 147.596039, 'z': -838.817017}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 661.570679, 'y': 180.669113, 'z': -779.888916}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 711.857849, 'y': 145.66713, 'z': -946.541016}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 639.186279, 'y': 149.546906, 'z': -816.27063}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 492.958435, 'y': 91.516594, 'z': -963.614319}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 3}
