{'position': {'x': 1485.548218, 'y': 162.015656, 'z': -1064.127197}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1627.76355, 'y': 176.611328, 'z': -1408.302124}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1795.947998, 'y': 149.5, 'z': -1224.269531}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1693.354736, 'y': 173.513367, 'z': -1326.605591}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1425.034668, 'y': 160.052185, 'z': -1436.156006}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1582.341187, 'y': 153.440598, 'z': -1073.411743}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1747.634521, 'y': 149.5, 'z': -1040.246094}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1449.370361, 'y': 197.740204, 'z': -1171.625244}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1710.81311, 'y': 149.968643, 'z': -1140.935303}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1625.753174, 'y': 173.107224, 'z': -1447.599365}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1729.841431, 'y': 149.5, 'z': -1201.565796}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1598.781616, 'y': 170.361404, 'z': -1250.237549}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 2}
{'position': {'x': 1092.541748, 'y': 149.959412, 'z': -1457.590576}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1031.369629, 'y': 149.5, 'z': -1438.932373}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1823.260132, 'y': 149.5, 'z': -1046.542114}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1703.163452, 'y': 175.661819, 'z': -1369.46106}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1646.452026, 'y': 172.119949, 'z': -1292.083862}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1763.33728, 'y': 149.5, 'z': -1165.157349}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1697.740112, 'y': 149.727036, 'z': -1027.053223}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1739.347168, 'y': 149.5, 'z': -1378.885132}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1752.898193, 'y': 149.507278, 'z': -1224.468506}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1621.886475, 'y': 151.761795, 'z': -1040.19104}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1717.543457, 'y': 149.767868, 'z': -1016.314575}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1180.832886, 'y': 223.0, 'z': -1226.209961}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1746.830078, 'y': 149.5, 'z': -1276.719849}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1747.616943, 'y': 150.740646, 'z': -1288.963135}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1703.43335, 'y': 174.369171, 'z': -1338.202759}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1619.513184, 'y': 171.268433, 'z': -1267.596069}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 2}
{'position': {'x': 1696.24646, 'y': 149.5, 'z': -1165.837891}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1841.077271, 'y': 149.5, 'z': -1040.250977}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1504.804932, 'y': 163.075653, 'z': -1520.211914}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1636.758057, 'y': 153.690201, 'z': -1496.513428}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1261.178467, 'y': 155.594162, 'z': -1640.191284}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1704.400269, 'y': 149.5, 'z': -1158.607666}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1687.475708, 'y': 149.5, 'z': -1163.535645}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1680.26709, 'y': 149.5, 'z': -1147.113281}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1801.099243, 'y': 149.5, 'z': -1204.953613}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1612.410156, 'y': 149.5, 'z': -1579.664429}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1305.822632, 'y': 211.704498, 'z': -1197.65686}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1674.048462, 'y': 173.368484, 'z': -1331.942505}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1646.887329, 'y': 149.5, 'z': -1096.911133}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1671.122925, 'y': 149.5, 'z': -1082.115967}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1420.4552, 'y': 149.5, 'z': -1700.407349}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1716.020508, 'y': 149.5, 'z': -1448.51062}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1606.536865, 'y': 172.759125, 'z': -1302.425049}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1694.579956, 'y': 173.281738, 'z': -1304.956543}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1613.116333, 'y': 170.688126, 'z': -1426.048828}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1068.457031, 'y': 149.5, 'z': -1669.403442}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1213.271118, 'y': 149.5, 'z': -1511.582153}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1366.677002, 'y': 151.010193, 'z': -1501.221191}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1692.188477, 'y': 149.972534, 'z': -1022.701416}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1660.660889, 'y': 175.490051, 'z': -1390.257202}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1625.88269, 'y': 172.650299, 'z': -1233.125854}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1625.564331, 'y': 172.473495, 'z': -1309.45166}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1799.131348, 'y': 149.5, 'z': -1052.598267}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1649.585327, 'y': 173.608429, 'z': -1346.552002}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1036.621826, 'y': 179.113266, 'z': -1163.866455}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1191.768921, 'y': 151.010193, 'z': -1555.80896}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 2}
{'position': {'x': 1667.992554, 'y': 173.95845, 'z': -1316.481323}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1535.47168, 'y': 149.5, 'z': -1468.136963}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1696.849609, 'y': 174.70961, 'z': -1335.006104}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1721.645508, 'y': 149.5, 'z': -1419.137817}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1691.956299, 'y': 179.406815, 'z': -1437.398193}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1669.731812, 'y': 149.5, 'z': -1516.234619}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1234.810059, 'y': 149.5, 'z': -1423.282959}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1683.500366, 'y': 175.639008, 'z': -1249.346313}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1255.127319, 'y': 223.0, 'z': -1241.101807}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1734.983765, 'y': 149.5, 'z': -1416.690796}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1668.895508, 'y': 177.862885, 'z': -1455.377563}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 2}
{'position': {'x': 1663.57666, 'y': 176.725677, 'z': -1425.334839}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1719.973145, 'y': 174.377975, 'z': -1294.751953}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1698.480957, 'y': 179.950562, 'z': -1412.761353}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1699.475464, 'y': 174.536285, 'z': -1335.228638}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1673.45105, 'y': 173.9254, 'z': -1311.130493}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1048.253296, 'y': 149.5, 'z': -1446.405151}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1692.639038, 'y': 149.5, 'z': -1159.834595}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1383.546753, 'y': 199.640213, 'z': -1195.192505}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1431.435669, 'y': 224.424179, 'z': -1132.833008}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1665.734009, 'y': 150.541107, 'z': -1009.587463}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1756.084839, 'y': 149.5, 'z': -1212.837524}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1531.241455, 'y': 158.684769, 'z': -1557.465942}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1304.130493, 'y': 149.5, 'z': -1684.467896}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1687.774048, 'y': 149.5, 'z': -1066.435669}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1757.353027, 'y': 149.5, 'z': -1268.687744}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1750.635132, 'y': 149.972534, 'z': -1129.160156}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1721.077026, 'y': 173.867279, 'z': -1338.61731}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1661.283325, 'y': 176.22319, 'z': -1164.596558}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1677.133179, 'y': 174.998947, 'z': -1279.011597}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1552.854004, 'y': 158.460571, 'z': -1131.468628}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1689.270386, 'y': 149.972534, 'z': -1010.832947}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1663.256836, 'y': 176.454605, 'z': -1421.053711}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1421.925049, 'y': 149.5, 'z': -1357.408081}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1652.556152, 'y': 174.027924, 'z': -1351.11792}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1027.466309, 'y': 149.5, 'z': -1431.527466}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1785.155273, 'y': 153.128708, 'z': -1277.534668}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1692.453735, 'y': 149.5, 'z': -1459.794922}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1459.578247, 'y': 149.5, 'z': -1643.816406}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1676.497437, 'y': 181.407562, 'z': -1383.769165}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1113.664917, 'y': 149.5, 'z': -1688.712891}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1722.511597, 'y': 149.5, 'z': -1020.45343}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1778.653564, 'y': 149.5, 'z': -1041.004761}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1759.539185, 'y': 149.5, 'z': -1311.021484}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1755.761597, 'y': 149.863617, 'z': -1144.790283}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1745.664795, 'y': 149.972534, 'z': -1130.935913}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1768.071167, 'y': 149.551453, 'z': -1281.936646}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1709.911621, 'y': 174.059464, 'z': -1319.045166}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1661.655396, 'y': 175.626434, 'z': -1159.27124}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1747.824585, 'y': 149.5, 'z': -1026.950195}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1641.244019, 'y': 170.859009, 'z': -1305.734253}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1653.737915, 'y': 149.5, 'z': -1486.041504}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1075.915771, 'y': 149.5, 'z': -1683.097656}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1669.95166, 'y': 176.735947, 'z': -1199.05603}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1653.761963, 'y': 149.5, 'z': -1510.374756}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1803.724854, 'y': 149.5, 'z': -1266.174805}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1687.773315, 'y': 149.972534, 'z': -1015.807068}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1707.359009, 'y': 149.5, 'z': -1146.352417}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1660.481201, 'y': 175.008636, 'z': -1268.363403}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1697.828613, 'y': 177.264862, 'z': -1231.262573}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1163.490723, 'y': 149.972534, 'z': -1750.100586}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1730.499512, 'y': 173.978882, 'z': -1301.09082}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1500.244385, 'y': 158.334854, 'z': -1479.039551}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1282.243896, 'y': 151.040161, 'z': -1479.116699}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1783.239868, 'y': 149.5, 'z': -1149.051392}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1678.565552, 'y': 149.5, 'z': -1087.800903}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1580.370972, 'y': 158.834259, 'z': -1133.093262}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1670.414185, 'y': 173.931885, 'z': -1315.862915}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1668.2052, 'y': 149.5, 'z': -1111.819458}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1410.537964, 'y': 198.962585, 'z': -1188.478027}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1682.774658, 'y': 149.972534, 'z': -1023.246338}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1802.333374, 'y': 149.5, 'z': -1043.031494}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1768.731934, 'y': 149.5, 'z': -1140.557739}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1705.502808, 'y': 149.688889, 'z': -1201.672729}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1734.02478, 'y': 171.915817, 'z': -1329.480713}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1750.735229, 'y': 149.5, 'z': -1404.687256}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1441.875244, 'y': 209.363602, 'z': -1207.531372}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1345.752808, 'y': 196.0, 'z': -1142.601929}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1765.785034, 'y': 149.5, 'z': -1090.036011}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1754.492065, 'y': 149.5, 'z': -1257.281006}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1133.385986, 'y': 153.331482, 'z': -1636.431274}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1262.723389, 'y': 224.501007, 'z': -1220.477173}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1799.488281, 'y': 149.5, 'z': -1245.888916}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1144.609985, 'y': 149.986542, 'z': -1699.746582}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'bamboo_forest', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1738.215698, 'y': 171.242661, 'z': -1334.595703}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1754.390625, 'y': 149.5, 'z': -1181.578613}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1790.318115, 'y': 149.5, 'z': -1328.861572}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
