{'position': {'x': 975.504028, 'y': 149.5, 'z': -1461.805176}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 591.193604, 'y': 200.315521, 'z': -1009.404175}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 835.452759, 'y': 128.896149, 'z': -1222.405762}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 735.871094, 'y': 189.54985, 'z': -1031.732788}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 668.343811, 'y': 103.192329, 'z': -1075.652954}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'volcano', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 652.911621, 'y': 143.964386, 'z': -1120.151001}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 766.057007, 'y': 103.566833, 'z': -1158.368164}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 648.557495, 'y': 194.689941, 'z': -1002.650513}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 675.38147, 'y': 103.732933, 'z': -1110.642822}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 579.040222, 'y': 202.878113, 'z': -1020.850037}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 629.057495, 'y': 145.802872, 'z': -1053.576416}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 577.254211, 'y': 203.156143, 'z': -1042.025146}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 772.022949, 'y': 158.595032, 'z': -1069.692993}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 709.064819, 'y': 144.205688, 'z': -1129.894775}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 715.147461, 'y': 104.391495, 'z': -1100.135742}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 800.238525, 'y': 149.909393, 'z': -1212.294189}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 680.553711, 'y': 103.3535, 'z': -1108.400513}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 646.772034, 'y': 146.189255, 'z': -1033.355469}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 653.496338, 'y': 144.80954, 'z': -1089.05896}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 856.694214, 'y': 149.993469, 'z': -1246.765625}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 671.383362, 'y': 105.589478, 'z': -1027.583008}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 806.978638, 'y': 149.809372, 'z': -1187.890503}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 857.366943, 'y': 128.455368, 'z': -1253.866211}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 683.138794, 'y': 143.634491, 'z': -1025.834595}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 578.262512, 'y': 202.996063, 'z': -1022.899292}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 830.491455, 'y': 129.007843, 'z': -1223.677734}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 728.675232, 'y': 188.761078, 'z': -1008.019226}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 663.536072, 'y': 141.660233, 'z': -1140.026611}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 778.731812, 'y': 158.594406, 'z': -1063.697876}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 627.981201, 'y': 145.50119, 'z': -1061.268066}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 625.983215, 'y': 146.401276, 'z': -1108.495361}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 665.794922, 'y': 105.346573, 'z': -1015.17627}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 798.424438, 'y': 149.843491, 'z': -1198.135742}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 685.212158, 'y': 103.423317, 'z': -1110.751831}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 717.790283, 'y': 103.770409, 'z': -1078.485718}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 574.66272, 'y': 147.503204, 'z': -1035.542847}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 472.462524, 'y': 215.574493, 'z': -1018.838074}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 718.894653, 'y': 145.458084, 'z': -1022.593262}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 626.216919, 'y': 146.440033, 'z': -1107.456909}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 653.602966, 'y': 146.576935, 'z': -1025.001709}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 696.839844, 'y': 144.854462, 'z': -1012.067993}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 641.132263, 'y': 144.952713, 'z': -1127.682983}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 686.111084, 'y': 145.760696, 'z': -1008.75}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 755.130066, 'y': 103.742302, 'z': -1165.058105}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 751.480835, 'y': 103.863434, 'z': -1166.578735}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 586.508179, 'y': 201.507416, 'z': -1036.541016}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 601.919067, 'y': 150.999771, 'z': -1026.50354}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 705.485535, 'y': 146.171951, 'z': -1041.232178}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 708.159119, 'y': 103.646881, 'z': -1071.556152}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 657.659729, 'y': 141.199341, 'z': -1143.857666}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 617.814636, 'y': 146.861923, 'z': -1053.434814}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 574.043945, 'y': 146.78299, 'z': -1069.63208}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 620.558044, 'y': 148.116699, 'z': -1039.304688}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 532.965393, 'y': 206.970123, 'z': -1016.67511}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 595.887695, 'y': 146.720474, 'z': -1086.830444}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 738.803345, 'y': 145.266785, 'z': -1087.804932}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 592.728149, 'y': 200.09848, 'z': -1034.567017}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 640.374573, 'y': 145.454895, 'z': -1100.038818}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 739.891052, 'y': 146.001068, 'z': -1044.977417}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 505.375153, 'y': 91.340942, 'z': -1004.958008}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 767.4823, 'y': 103.797752, 'z': -1173.220337}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 759.347412, 'y': 103.73465, 'z': -1163.859985}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 607.836548, 'y': 147.10553, 'z': -1044.253906}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 600.19873, 'y': 153.002991, 'z': -1017.833862}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 725.352661, 'y': 103.79879, 'z': -1083.644043}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 493.713745, 'y': 214.764526, 'z': -1018.005737}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 656.666321, 'y': 144.966995, 'z': -1046.3396}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 636.177246, 'y': 193.677383, 'z': -1024.605469}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 640.046692, 'y': 145.023392, 'z': -1053.789917}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 846.883179, 'y': 128.002304, 'z': -1232.727539}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 380.219055, 'y': 234.572693, 'z': -1259.35498}, 'level_range': {'x': 63.0, 'y': 72.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 706.933411, 'y': 146.291641, 'z': -1039.020752}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 653.823486, 'y': 145.794571, 'z': -1076.678467}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 705.328491, 'y': 146.176453, 'z': -1038.520508}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 620.1521, 'y': 146.561523, 'z': -1086.914673}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 679.781189, 'y': 143.28949, 'z': -1110.898438}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 806.984192, 'y': 104.062172, 'z': -1187.549805}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 618.325806, 'y': 195.393463, 'z': -1010.332886}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 801.109436, 'y': 104.203522, 'z': -1200.155273}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 693.176758, 'y': 104.180817, 'z': -1119.483154}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 798.094666, 'y': 150.023773, 'z': -1217.504639}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 726.977783, 'y': 144.641937, 'z': -1112.321045}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 665.191772, 'y': 145.558167, 'z': -1016.904358}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 658.32489, 'y': 140.116562, 'z': -1154.34082}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 833.674683, 'y': 149.855576, 'z': -1232.916504}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 618.065552, 'y': 150.49054, 'z': -1026.538818}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 653.263367, 'y': 143.887558, 'z': -1108.661133}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 722.078369, 'y': 105.600937, 'z': -1038.459595}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 834.800903, 'y': 149.778046, 'z': -1237.780029}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 416.968994, 'y': 366.808502, 'z': -1067.973633}, 'level_range': {'x': 63.0, 'y': 72.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 739.485962, 'y': 144.881287, 'z': -1096.051025}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 583.195313, 'y': 149.77562, 'z': -1027.36792}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 658.789673, 'y': 146.118011, 'z': -1027.652344}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 654.711182, 'y': 145.929657, 'z': -1078.450195}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 860.523743, 'y': 149.698135, 'z': -1224.8396}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 734.829468, 'y': 111.610901, 'z': -1126.494507}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 607.970581, 'y': 146.649658, 'z': -1053.447144}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 712.025208, 'y': 146.403351, 'z': -1039.673096}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 580.81958, 'y': 150.994537, 'z': -1018.19043}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 734.152344, 'y': 146.231323, 'z': -1030.677734}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 570.476807, 'y': 204.667252, 'z': -1027.203003}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 644.712158, 'y': 144.631378, 'z': -1059.801758}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 626.09375, 'y': 146.591751, 'z': -1047.975708}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 841.038452, 'y': 149.815598, 'z': -1259.754517}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 679.532715, 'y': 143.501678, 'z': -1034.12561}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 600.689148, 'y': 153.248032, 'z': -1016.819092}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 578.153809, 'y': 153.497437, 'z': -1003.520264}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 606.882813, 'y': 147.280899, 'z': -1111.905762}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 751.273865, 'y': 113.421265, 'z': -1008.843689}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 865.792236, 'y': 128.507034, 'z': -1268.54248}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 739.804077, 'y': 146.009506, 'z': -1046.381104}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 575.504089, 'y': 203.746964, 'z': -1037.567627}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 661.649658, 'y': 143.350739, 'z': -1096.504761}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 588.53186, 'y': 146.212128, 'z': -1064.130615}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 662.896729, 'y': 105.569756, 'z': -1003.285278}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 572.396606, 'y': 204.107117, 'z': -1039.977905}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 619.291687, 'y': 195.198761, 'z': -1043.745361}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 685.858154, 'y': 104.318008, 'z': -1052.018555}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 713.388245, 'y': 146.312363, 'z': -1011.000427}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 723.948486, 'y': 104.165565, 'z': -1133.132568}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 717.264404, 'y': 146.368088, 'z': -1010.445984}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 513.051147, 'y': 211.308975, 'z': -1017.825195}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 671.333191, 'y': 105.793266, 'z': -1023.332397}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 730.470459, 'y': 144.051453, 'z': -1085.958252}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 845.669556, 'y': 149.815048, 'z': -1238.273438}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 593.640686, 'y': 199.816116, 'z': -1048.227295}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 701.361572, 'y': 145.718735, 'z': -1022.2229}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 830.057678, 'y': 150.325684, 'z': -1216.721191}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 738.198242, 'y': 146.482849, 'z': -1061.853271}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 817.141113, 'y': 128.961365, 'z': -1205.2948}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 691.130859, 'y': 103.619492, 'z': -1064.323242}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 612.350769, 'y': 196.302612, 'z': -1014.340698}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 688.344604, 'y': 103.972122, 'z': -1056.154053}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 738.530945, 'y': 145.32019, 'z': -1086.664063}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 659.88562, 'y': 105.534592, 'z': -1007.941772}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 665.815552, 'y': 143.000565, 'z': -1103.277588}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 701.857788, 'y': 104.016464, 'z': -1105.658203}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 514.138367, 'y': 91.450287, 'z': -1013.410645}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 734.683533, 'y': 143.131989, 'z': -1146.735107}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 689.478271, 'y': 103.608521, 'z': -1073.250977}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 662.937805, 'y': 105.497208, 'z': -1006.566162}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 593.227722, 'y': 146.482285, 'z': -1044.332397}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 680.52478, 'y': 103.412575, 'z': -1098.851685}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 731.358154, 'y': 146.071228, 'z': -1030.495483}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 663.70105, 'y': 105.434921, 'z': -1018.446167}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 627.031128, 'y': 146.530823, 'z': -1092.896484}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 860.674316, 'y': 128.345245, 'z': -1245.173096}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 738.194275, 'y': 189.006546, 'z': -1017.304504}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 757.795166, 'y': 113.560898, 'z': -1006.929565}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 313.157684, 'y': 154.823456, 'z': -1339.147095}, 'level_range': {'x': 63.0, 'y': 72.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 727.239258, 'y': 146.798538, 'z': -1011.022705}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
