{'position': {'x': 3348.127197, 'y': 140.944672, 'z': -3218.058838}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3374.074219, 'y': 164.988098, 'z': -3382.397949}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3269.923096, 'y': 144.417221, 'z': -3317.685791}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3254.866455, 'y': 143.551147, 'z': -3191.782227}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3217.36792, 'y': 163.546219, 'z': -3460.663086}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3204.355469, 'y': 164.988098, 'z': -3421.494385}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3457.248779, 'y': 163.534439, 'z': -3515.479004}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3366.97876, 'y': 164.746887, 'z': -3436.828125}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3315.882568, 'y': 142.921097, 'z': -3292.398926}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3288.001709, 'y': 140.609619, 'z': -3278.393799}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3157.027344, 'y': 152.480133, 'z': -3366.131104}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3177.123291, 'y': 162.556, 'z': -3406.553711}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3233.913818, 'y': 165.161392, 'z': -3489.45874}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3363.036621, 'y': 136.144592, 'z': -3237.466797}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3330.24292, 'y': 148.788834, 'z': -3191.467041}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3285.504883, 'y': 165.104126, 'z': -3471.56543}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3229.495605, 'y': 165.34491, 'z': -3384.611572}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3134.518555, 'y': 148.75618, 'z': -3356.952881}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3182.880127, 'y': 153.814178, 'z': -3349.435059}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3275.370117, 'y': 145.915054, 'z': -3181.637939}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3249.728027, 'y': 161.593948, 'z': -3364.666016}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3404.495361, 'y': 157.701782, 'z': -3398.134277}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3254.577881, 'y': 145.548889, 'z': -3180.490967}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3364.763916, 'y': 164.481201, 'z': -3484.057617}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3399.23877, 'y': 165.158005, 'z': -3447.81958}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3219.003906, 'y': 162.387665, 'z': -3451.303711}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3302.719238, 'y': 163.521515, 'z': -3360.888184}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3238.814453, 'y': 141.864548, 'z': -3224.798584}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3234.974365, 'y': 166.814423, 'z': -3399.43335}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3247.848633, 'y': 165.884079, 'z': -3383.175049}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3362.040771, 'y': 164.765533, 'z': -3364.678467}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3248.627441, 'y': 144.142242, 'z': -3316.371826}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3316.280273, 'y': 166.305191, 'z': -3526.291016}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3405.253906, 'y': 165.154739, 'z': -3597.797119}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3389.054688, 'y': 161.591476, 'z': -3332.840332}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3304.408203, 'y': 141.451584, 'z': -3212.992432}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3358.624268, 'y': 160.840408, 'z': -3340.43042}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3289.764893, 'y': 143.630447, 'z': -3305.810059}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3392.11084, 'y': 170.055435, 'z': -3542.155273}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3285.991943, 'y': 164.927063, 'z': -3481.968506}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3311.058838, 'y': 141.072586, 'z': -3279.565674}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3145.060059, 'y': 151.016525, 'z': -3367.207764}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3250.534424, 'y': 142.31192, 'z': -3255.518311}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3385.304199, 'y': 164.907852, 'z': -3365.596436}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3300.38208, 'y': 166.711166, 'z': -3445.618164}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3306.727539, 'y': 148.999374, 'z': -3152.23877}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3355.249268, 'y': 164.988098, 'z': -3435.328613}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3515.547119, 'y': 164.957428, 'z': -3451.110596}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3320.129639, 'y': 164.77005, 'z': -3453.175049}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3309.254395, 'y': 149.998657, 'z': -3133.99707}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3360.468262, 'y': 164.480865, 'z': -3362.15332}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3273.558838, 'y': 164.988098, 'z': -3486.340332}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3273.963379, 'y': 140.341217, 'z': -3214.76001}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3395.172119, 'y': 171.444, 'z': -3514.020264}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3526.015137, 'y': 165.279526, 'z': -3493.348145}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3256.788086, 'y': 163.552246, 'z': -3371.460205}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3204.83252, 'y': 147.679291, 'z': -3327.252686}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3336.888184, 'y': 168.064774, 'z': -3514.873779}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3197.182129, 'y': 164.988098, 'z': -3420.174316}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3300.544922, 'y': 168.40744, 'z': -3514.188965}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3399.859619, 'y': 167.354599, 'z': -3544.535889}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3339.328857, 'y': 136.008224, 'z': -3253.68335}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3202.278076, 'y': 158.148514, 'z': -3358.703125}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3436.107178, 'y': 156.939621, 'z': -3393.715576}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3392.084473, 'y': 164.481201, 'z': -3484.116943}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3156.214844, 'y': 153.1465, 'z': -3371.344727}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3533.922607, 'y': 166.344589, 'z': -3477.891113}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3375.718506, 'y': 164.988098, 'z': -3424.115723}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3209.144043, 'y': 143.981491, 'z': -3270.215576}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3294.961182, 'y': 142.662277, 'z': -3203.067627}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3445.168945, 'y': 164.841843, 'z': -3436.18335}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3535.869629, 'y': 165.063202, 'z': -3536.180908}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3296.745361, 'y': 139.327789, 'z': -3239.447266}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3164.265381, 'y': 155.966934, 'z': -3376.70874}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3542.825195, 'y': 165.049133, 'z': -3492.324707}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3320.259766, 'y': 149.909851, 'z': -3159.407715}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3537.357422, 'y': 165.049133, 'z': -3494.023926}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3239.992432, 'y': 143.954269, 'z': -3242.425537}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3327.510986, 'y': 144.304703, 'z': -3317.185791}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3400.534424, 'y': 165.201736, 'z': -3451.526367}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3260.318115, 'y': 143.735733, 'z': -3240.827881}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3276.839355, 'y': 164.474731, 'z': -3370.708984}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3330.630371, 'y': 142.339127, 'z': -3295.503418}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3388.208008, 'y': 164.963226, 'z': -3370.297852}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3458.025879, 'y': 164.780472, 'z': -3438.085449}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3408.626709, 'y': 164.957581, 'z': -3365.596924}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3124.045654, 'y': 146.138367, 'z': -3344.896484}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3349.046875, 'y': 136.668503, 'z': -3238.173584}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3389.025635, 'y': 165.121201, 'z': -3446.641846}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3357.693604, 'y': 164.988098, 'z': -3384.679688}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3182.917725, 'y': 146.919815, 'z': -3318.119873}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3383.134766, 'y': 165.1866, 'z': -3453.608887}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3403.612061, 'y': 165.171204, 'z': -3453.640137}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3382.527344, 'y': 158.231552, 'z': -3392.648438}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3388.812988, 'y': 167.322601, 'z': -3555.375244}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3243.789063, 'y': 165.17778, 'z': -3442.312988}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3557.986572, 'y': 166.386719, 'z': -3531.165527}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3428.249512, 'y': 169.324448, 'z': -3487.855713}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3242.890137, 'y': 165.715546, 'z': -3382.318604}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3377.003418, 'y': 164.594391, 'z': -3438.574219}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3425.873291, 'y': 168.831116, 'z': -3483.140137}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3354.6521, 'y': 158.909103, 'z': -3396.827393}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3388.695068, 'y': 159.014832, 'z': -3313.845215}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3354.508057, 'y': 158.926819, 'z': -3400.307373}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3279.826904, 'y': 165.350647, 'z': -3386.213379}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3341.102051, 'y': 149.159454, 'z': -3184.900146}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3500.376465, 'y': 164.83519, 'z': -3477.191162}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3294.426758, 'y': 143.338791, 'z': -3199.344971}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3392.438721, 'y': 165.05217, 'z': -3415.634521}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3428.617432, 'y': 157.120255, 'z': -3391.079102}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3551.146484, 'y': 165.018616, 'z': -3478.070557}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3269.712402, 'y': 139.443771, 'z': -3259.841309}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3408.849121, 'y': 169.719757, 'z': -3512.574463}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3351.590332, 'y': 164.281219, 'z': -3360.949951}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3149.890625, 'y': 142.8246, 'z': -3321.545654}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3473.832031, 'y': 161.171371, 'z': -3484.17041}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3179.94165, 'y': 150.68985, 'z': -3336.456787}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3325.396973, 'y': 163.90593, 'z': -3362.571533}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3344.227783, 'y': 165.189575, 'z': -3498.186035}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3348.675049, 'y': 135.779678, 'z': -3263.914795}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3242.353516, 'y': 142.74678, 'z': -3260.154297}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3287.667969, 'y': 168.356827, 'z': -3518.237793}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3166.281006, 'y': 146.627167, 'z': -3326.974609}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3201.964355, 'y': 145.735474, 'z': -3316.523926}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3466.803955, 'y': 163.76915, 'z': -3509.446533}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3224.315674, 'y': 146.380844, 'z': -3266.810059}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3181.652344, 'y': 147.871918, 'z': -3323.260986}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3574.552246, 'y': 167.427551, 'z': -3514.677246}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3201.749756, 'y': 162.938339, 'z': -3381.490723}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3358.742188, 'y': 135.423218, 'z': -3259.348145}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3391.740234, 'y': 169.179977, 'z': -3545.780762}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3200.624512, 'y': 143.158554, 'z': -3296.38208}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3335.347656, 'y': 159.43364, 'z': -3409.029053}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3344.920898, 'y': 164.764633, 'z': -3479.177979}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3163.693115, 'y': 153.338333, 'z': -3362.400879}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3447.453613, 'y': 159.827362, 'z': -3497.541504}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3299.616699, 'y': 147.351471, 'z': -3172.273926}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3500.654297, 'y': 165.131042, 'z': -3509.745117}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3424.189697, 'y': 169.616547, 'z': -3491.122803}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3199.838379, 'y': 164.988098, 'z': -3426.217773}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3296.459961, 'y': 143.140808, 'z': -3302.320068}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3384.226318, 'y': 167.296448, 'z': -3557.620605}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3353.458252, 'y': 137.591278, 'z': -3286.916504}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3343.09668, 'y': 162.56279, 'z': -3349.322754}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3567.973877, 'y': 165.018616, 'z': -3484.018799}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3403.286377, 'y': 157.731018, 'z': -3391.254395}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3360.492432, 'y': 162.876999, 'z': -3351.717041}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3246.090576, 'y': 161.6353, 'z': -3433.780029}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3415.645752, 'y': 164.499786, 'z': -3603.312012}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3468.803955, 'y': 164.775879, 'z': -3438.325439}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
