{'position': {'x': 645.118103, 'y': 308.577362, 'z': -2312.565186}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 413.302002, 'y': 207.070999, 'z': -2536.677734}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 658.598511, 'y': 27.0, 'z': -1477.950684}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 743.508179, 'y': 244.544296, 'z': -2367.688965}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 548.877075, 'y': 250.498444, 'z': -2499.481445}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 267.314178, 'y': 27.0, 'z': -2031.194458}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 562.649597, 'y': 250.822617, 'z': -1948.831543}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 610.667786, 'y': 345.513367, 'z': -2279.958496}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 514.100708, 'y': 27.0, 'z': -1786.072998}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 476.338318, 'y': 206.743652, 'z': -2543.253174}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 795.027832, 'y': 256.820251, 'z': -1832.347656}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 678.415222, 'y': 332.761902, 'z': -2225.945557}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 535.325562, 'y': 203.110931, 'z': -2553.880371}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 689.563782, 'y': 245.677597, 'z': -2449.342773}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 676.757568, 'y': 286.107483, 'z': -2018.358765}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 790.447388, 'y': 242.994934, 'z': -2368.375}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 715.89856, 'y': 297.206665, 'z': -2234.133545}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 800.056824, 'y': 258.252869, 'z': -1855.244995}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 436.714691, 'y': 260.306335, 'z': -2462.063721}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 454.052307, 'y': 206.653473, 'z': -2536.467041}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 583.139404, 'y': 249.649124, 'z': -1930.411743}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 708.469604, 'y': 200.986038, 'z': -1778.390015}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 751.337891, 'y': 298.469086, 'z': -2180.827148}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 617.719177, 'y': 319.648254, 'z': -2397.708496}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 766.810608, 'y': 193.281464, 'z': -2448.979248}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 586.530212, 'y': 27.0, 'z': -1712.176636}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 343.921478, 'y': 27.0, 'z': -2622.198486}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 694.365356, 'y': 300.981659, 'z': -2245.122559}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 687.407898, 'y': 27.0, 'z': -1547.386108}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 248.597458, 'y': 27.0, 'z': -2124.31958}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 711.706665, 'y': 30.043968, 'z': -1656.696045}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 9}
{'position': {'x': 435.22998, 'y': 274.856934, 'z': -2358.445557}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 643.155273, 'y': 332.019348, 'z': -2196.262939}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 723.346802, 'y': 27.0, 'z': -1615.929199}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 9}
{'position': {'x': 675.573425, 'y': 245.892044, 'z': -2494.29834}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 713.387024, 'y': 271.255402, 'z': -1936.421631}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 741.889465, 'y': 253.642822, 'z': -1843.760132}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'yuki', 'area_no': 9}
{'position': {'x': 582.986755, 'y': 250.308975, 'z': -1941.506958}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 522.642212, 'y': 283.128845, 'z': -2071.746338}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 613.223572, 'y': 324.54361, 'z': -2178.723877}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 730.467957, 'y': 305.914398, 'z': -2147.065674}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 494.609344, 'y': 283.18988, 'z': -2087.395752}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 479.242218, 'y': 27.0, 'z': -1837.2948}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 554.568176, 'y': 345.513367, 'z': -2291.962891}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1340.535034, 'y': 250.7323, 'z': -2404.388428}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 803.677307, 'y': 200.269821, 'z': -2513.910156}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 652.019348, 'y': 296.529236, 'z': -2059.111572}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 466.335846, 'y': 251.541229, 'z': -2206.814697}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 548.546875, 'y': 254.09787, 'z': -1963.079102}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 472.110748, 'y': 342.51944, 'z': -2237.270264}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 506.513916, 'y': 283.159363, 'z': -2075.626465}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1121.512451, 'y': 182.009476, 'z': -1906.475342}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 489.11676, 'y': 27.0, 'z': -1855.818481}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 726.027466, 'y': 290.117157, 'z': -2040.131836}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 718.386536, 'y': 246.09549, 'z': -2347.116943}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 460.551758, 'y': 258.070679, 'z': -2446.958984}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 585.342102, 'y': 225.054245, 'z': -2535.737549}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 736.745239, 'y': 281.95401, 'z': -2283.232666}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 386.944733, 'y': 251.54126, 'z': -2126.553467}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 268.285431, 'y': 27.0, 'z': -2043.49585}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 598.311584, 'y': 345.513367, 'z': -2284.730957}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 499.507568, 'y': 283.514496, 'z': -2108.03418}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 689.301086, 'y': 200.850098, 'z': -1802.615601}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 710.760193, 'y': 300.068573, 'z': -2276.514893}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 711.444641, 'y': 245.979492, 'z': -2359.429932}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 610.814087, 'y': 344.271698, 'z': -2236.374512}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 644.736572, 'y': 306.019287, 'z': -2094.9375}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 631.380493, 'y': 314.904663, 'z': -2147.135254}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 756.503723, 'y': 200.400146, 'z': -1686.19165}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 720.452209, 'y': 200.43071, 'z': -1751.281494}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 254.294388, 'y': 27.0, 'z': -2072.85083}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 569.664185, 'y': 345.513367, 'z': -2273.601074}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 705.271729, 'y': 27.0, 'z': -1560.520874}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 490.416626, 'y': 251.584076, 'z': -2500.818604}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 547.924377, 'y': 251.958786, 'z': -2514.61792}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 615.402222, 'y': 250.387054, 'z': -1956.905029}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 734.608093, 'y': 275.039642, 'z': -1956.804565}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 466.098999, 'y': 253.589447, 'z': -2476.247559}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 725.294678, 'y': 248.284119, 'z': -2326.880615}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 537.274963, 'y': 345.513367, 'z': -2282.702881}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 659.629333, 'y': 303.894196, 'z': -2100.666748}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'doro', 'area_no': 9}
{'position': {'x': 651.108643, 'y': 331.999603, 'z': -2188.874268}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 263.798187, 'y': 27.0, 'z': -2083.709961}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 653.346252, 'y': 308.56366, 'z': -2313.918213}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 549.825745, 'y': 345.513367, 'z': -2276.271484}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 514.205994, 'y': 283.220398, 'z': -2089.792236}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 567.330872, 'y': 345.513306, 'z': -2246.177002}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 673.421753, 'y': 224.489258, 'z': -2563.680176}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 618.984863, 'y': 344.072632, 'z': -2240.410889}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 723.068298, 'y': 267.539703, 'z': -1921.316772}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 755.099243, 'y': 28.576843, 'z': -1617.602783}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 9}
{'position': {'x': 666.492188, 'y': 27.0, 'z': -1600.429077}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 234.220444, 'y': 27.0, 'z': -2221.830566}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 608.003357, 'y': 27.0, 'z': -1765.384521}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 646.857971, 'y': 245.701447, 'z': -2515.078125}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 568.975342, 'y': 366.080292, 'z': -2318.408691}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 694.049438, 'y': 27.0, 'z': -1558.011597}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 311.960083, 'y': 27.0, 'z': -2007.636353}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 691.275757, 'y': 319.130768, 'z': -2190.305664}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 608.114807, 'y': 200.288223, 'z': -1869.897339}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 730.108093, 'y': 251.148148, 'z': -1872.330811}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 538.834473, 'y': 256.129761, 'z': -1977.771729}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 453.930939, 'y': 257.212982, 'z': -2033.16626}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 632.504211, 'y': 344.466461, 'z': -2228.464844}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 268.994904, 'y': 27.0, 'z': -2125.350342}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 407.74057, 'y': 255.495514, 'z': -2072.371582}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 708.720886, 'y': 299.538208, 'z': -2213.95166}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 703.523499, 'y': 317.733643, 'z': -2200.77832}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 531.493591, 'y': 259.975708, 'z': -2013.706543}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 647.364563, 'y': 27.0, 'z': -1679.568237}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 384.212708, 'y': 27.0, 'z': -1936.222656}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 682.57135, 'y': 300.467438, 'z': -2289.441162}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 544.860107, 'y': 27.0, 'z': -1772.654541}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 642.247437, 'y': 27.0, 'z': -1769.042114}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 476.092957, 'y': 283.251587, 'z': -2073.33252}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 515.158264, 'y': 259.051575, 'z': -1988.289795}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 518.69989, 'y': 286.289368, 'z': -2140.425537}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 662.333069, 'y': 320.936157, 'z': -2171.278564}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 453.259766, 'y': 276.992279, 'z': -2343.423096}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 670.274963, 'y': 288.916107, 'z': -2026.326538}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 659.751526, 'y': 300.138275, 'z': -2282.553955}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 702.202576, 'y': 292.812683, 'z': -2056.323242}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 293.022827, 'y': 27.0, 'z': -2483.70166}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 400.33194, 'y': 251.602264, 'z': -2128.665771}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 714.386963, 'y': 200.984253, 'z': -2528.038818}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 9}
{'position': {'x': 534.383911, 'y': 250.623749, 'z': -2509.510986}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 426.864105, 'y': 281.055725, 'z': -2319.27124}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 668.914978, 'y': 27.0, 'z': -1668.953003}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 529.119568, 'y': 259.03717, 'z': -2006.13855}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 447.267975, 'y': 283.460266, 'z': -2106.220947}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 624.459351, 'y': 251.085999, 'z': -1913.297729}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 693.905884, 'y': 250.503189, 'z': -1891.590332}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 586.707581, 'y': 319.749786, 'z': -2378.349854}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 368.746429, 'y': 252.138672, 'z': -2187.914063}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 689.411316, 'y': 282.344482, 'z': -2008.174805}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 9}
{'position': {'x': 269.732086, 'y': 27.0, 'z': -2170.18457}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 668.513672, 'y': 290.959412, 'z': -2034.454468}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 519.804749, 'y': 259.71936, 'z': -2012.834229}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 252.708481, 'y': 27.0, 'z': -2346.156494}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 614.886963, 'y': 304.00061, 'z': -2105.624756}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 360.508087, 'y': 27.0, 'z': -1970.024658}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 687.811218, 'y': 27.0, 'z': -1586.179321}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 216.715683, 'y': 27.0, 'z': -2273.784424}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 604.026123, 'y': 27.0, 'z': -1700.726196}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 598.862244, 'y': 181.634552, 'z': -2608.422363}, 'level_range': {'x': 18.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 423.940491, 'y': 253.928818, 'z': -2073.617432}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 239.796616, 'y': 27.0, 'z': -2172.295654}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 661.550293, 'y': 250.732407, 'z': -1892.382202}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 664.662476, 'y': 27.0, 'z': -1538.865723}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
