{'position': {'x': 1145.618408, 'y': 66.483757, 'z': -3404.503418}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 11}
{'position': {'x': 1033.529175, 'y': 96.222572, 'z': -3243.853516}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1029.587402, 'y': 101.079971, 'z': -3254.884766}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1293.932861, 'y': 118.789749, 'z': -3319.336426}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1090.115967, 'y': 88.57608, 'z': -3246.043213}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1127.115356, 'y': 95.950302, 'z': -3278.401855}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1195.565063, 'y': 100.264694, 'z': -3279.837158}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1229.171265, 'y': 92.082901, 'z': -3256.666504}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1073.957397, 'y': 81.249542, 'z': -3211.868408}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1080.762573, 'y': 111.172226, 'z': -3300.161133}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1153.096436, 'y': 86.499153, 'z': -3252.384766}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1080.834595, 'y': 118.843094, 'z': -3319.170654}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1254.078369, 'y': 89.251801, 'z': -3221.628174}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1125.706299, 'y': 91.797432, 'z': -3268.26709}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1271.297974, 'y': 88.262535, 'z': -3232.988525}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1308.884521, 'y': 121.05143, 'z': -3324.835938}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1230.860718, 'y': 97.049126, 'z': -3267.333984}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1369.685059, 'y': 102.649765, 'z': -3303.298096}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1291.179688, 'y': 88.247055, 'z': -3213.691162}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1258.0896, 'y': 89.197159, 'z': -3221.595703}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1331.57959, 'y': 88.91169, 'z': -3221.874268}, 'level_range': {'x': 22.0, 'y': 24.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1331.286865, 'y': 108.607445, 'z': -3289.851807}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1021.878113, 'y': 90.21003, 'z': -3221.395996}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1016.668884, 'y': 93.689308, 'z': -3226.825195}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1342.23291, 'y': 88.012733, 'z': -3220.678711}, 'level_range': {'x': 22.0, 'y': 24.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1374.640259, 'y': 100.842339, 'z': -3289.990479}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1196.983398, 'y': 88.624229, 'z': -3246.856445}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1362.242676, 'y': 107.381516, 'z': -3314.88208}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1040.072021, 'y': 104.717369, 'z': -3269.167725}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1356.546387, 'y': 93.882607, 'z': -3250.851807}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1067.041382, 'y': 109.810173, 'z': -3294.087646}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1022.744873, 'y': 94.955307, 'z': -3236.005615}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1281.993164, 'y': 116.989944, 'z': -3313.044434}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1301.842041, 'y': 114.714012, 'z': -3307.19458}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1182.588867, 'y': 89.774712, 'z': -3259.478027}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1303.675659, 'y': 97.654388, 'z': -3255.73877}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1063.004761, 'y': 109.296509, 'z': -3287.78125}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1246.023193, 'y': 103.601212, 'z': -3275.855713}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1049.222412, 'y': 92.226135, 'z': -3242.688477}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1352.709961, 'y': 108.022346, 'z': -3315.842773}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1350.216675, 'y': 91.968918, 'z': -3240.376953}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1296.927979, 'y': 97.387146, 'z': -3255.665039}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1075.663086, 'y': 91.763664, 'z': -3249.854004}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1314.911621, 'y': 113.727684, 'z': -3302.248535}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1094.160034, 'y': 122.982483, 'z': -3329.481445}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1079.525269, 'y': 81.740265, 'z': -3216.253174}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1226.754517, 'y': 99.896278, 'z': -3275.598633}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1349.020142, 'y': 97.572006, 'z': -3258.54834}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1421.03125, 'y': 101.824615, 'z': -3280.967285}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1348.068115, 'y': 93.853149, 'z': -3247.652832}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1306.962158, 'y': 89.907333, 'z': -3230.338379}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1299.942383, 'y': 93.52079, 'z': -3244.473389}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1272.690918, 'y': 110.7668, 'z': -3291.618652}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1301.661743, 'y': 121.333046, 'z': -3327.944336}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1362.087891, 'y': 107.099594, 'z': -3324.199951}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1045.029175, 'y': 91.817955, 'z': -3238.478027}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1051.720825, 'y': 99.433769, 'z': -3262.586182}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1363.41394, 'y': 95.295761, 'z': -3257.908203}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1042.337769, 'y': 101.046471, 'z': -3259.026367}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1083.156982, 'y': 83.245277, 'z': -3232.128418}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1322.72937, 'y': 123.282417, 'z': -3334.355713}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1183.925903, 'y': 89.60498, 'z': -3244.87207}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1352.407715, 'y': 101.426193, 'z': -3272.584961}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1047.227539, 'y': 101.89286, 'z': -3266.339355}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1071.981567, 'y': 81.959633, 'z': -3216.524902}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1377.358154, 'y': 94.626633, 'z': -3256.767578}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1313.466553, 'y': 107.318253, 'z': -3285.286133}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1098.053467, 'y': 110.969276, 'z': -3308.611328}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1235.911743, 'y': 102.8591, 'z': -3281.00708}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1316.271606, 'y': 91.249916, 'z': -3214.790527}, 'level_range': {'x': 22.0, 'y': 24.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1260.293823, 'y': 88.718948, 'z': -3235.391357}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1207.473145, 'y': 93.557304, 'z': -3265.935303}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1197.94812, 'y': 107.609215, 'z': -3298.475098}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1204.06543, 'y': 88.946487, 'z': -3257.733398}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1032.567993, 'y': 103.753868, 'z': -3262.977051}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1151.642578, 'y': 95.494293, 'z': -3277.141357}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1370.616577, 'y': 99.690605, 'z': -3274.418457}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1085.910156, 'y': 86.272057, 'z': -3238.652344}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1050.718262, 'y': 88.89386, 'z': -3233.942383}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1073.275269, 'y': 103.117798, 'z': -3281.868896}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1187.569946, 'y': 89.586082, 'z': -3234.300537}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1050.950073, 'y': 87.575325, 'z': -3226.26123}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1286.094727, 'y': 97.539337, 'z': -3258.076904}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1114.096802, 'y': 82.244095, 'z': -3244.259277}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1106.758667, 'y': 83.83242, 'z': -3246.375}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1043.911621, 'y': 89.357674, 'z': -3232.716553}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1379.239136, 'y': 97.059967, 'z': -3265.57373}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1051.454712, 'y': 116.831131, 'z': -3303.718262}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1037.185547, 'y': 113.940903, 'z': -3287.546387}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1060.55481, 'y': 105.820335, 'z': -3281.077148}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1323.131226, 'y': 91.058487, 'z': -3229.526367}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1096.450562, 'y': 109.141266, 'z': -3301.323975}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1137.215576, 'y': 100.082123, 'z': -3288.101563}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1245.792603, 'y': 110.626923, 'z': -3296.294434}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1107.292236, 'y': 82.385773, 'z': -3236.74292}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1081.450073, 'y': 82.325081, 'z': -3223.061768}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1066.696289, 'y': 82.387047, 'z': -3219.589355}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1221.064697, 'y': 86.056435, 'z': -3238.397949}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1377.42334, 'y': 88.174866, 'z': -3238.81543}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1061.117432, 'y': 95.915894, 'z': -3258.538574}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1344.869385, 'y': 101.290001, 'z': -3271.383789}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1385.503296, 'y': 101.156738, 'z': -3301.02002}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1038.936157, 'y': 93.04995, 'z': -3238.268066}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1217.800049, 'y': 93.867828, 'z': -3263.561523}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1049.462891, 'y': 94.984062, 'z': -3250.186768}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1070.237427, 'y': 98.839859, 'z': -3269.384766}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1278.574829, 'y': 96.849434, 'z': -3256.626953}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1035.70752, 'y': 105.658386, 'z': -3268.38208}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1090.518799, 'y': 95.359558, 'z': -3263.448486}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1067.639404, 'y': 88.497955, 'z': -3237.922607}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1337.93335, 'y': 91.454117, 'z': -3234.450684}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1313.564453, 'y': 121.904739, 'z': -3328.162598}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1059.042114, 'y': 82.164474, 'z': -3215.286865}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1112.87207, 'y': 100.687637, 'z': -3286.158936}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1230.556396, 'y': 109.65564, 'z': -3302.526123}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1115.815552, 'y': 83.672546, 'z': -3250.148193}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1250.949829, 'y': 115.550644, 'z': -3306.215332}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1190.694458, 'y': 89.586082, 'z': -3247.654053}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1392.435059, 'y': 98.641197, 'z': -3274.847412}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1099.499268, 'y': 104.125305, 'z': -3291.06543}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1233.109131, 'y': 113.256821, 'z': -3309.191895}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1336.369385, 'y': 89.159256, 'z': -3224.145752}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1368.395386, 'y': 88.954277, 'z': -3237.370605}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1146.074707, 'y': 99.300423, 'z': -3286.224854}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1310.181274, 'y': 122.736046, 'z': -3331.904297}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1390.395996, 'y': 99.475502, 'z': -3290.200439}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1179.720703, 'y': 100.624237, 'z': -3284.734131}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1040.856323, 'y': 98.425804, 'z': -3252.159912}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1275.503052, 'y': 87.353958, 'z': -3229.059082}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1310.006348, 'y': 99.241333, 'z': -3259.970947}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1224.061768, 'y': 94.757034, 'z': -3264.092773}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1144.847534, 'y': 95.348686, 'z': -3277.786621}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1263.772461, 'y': 108.527634, 'z': -3284.32959}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1225.932495, 'y': 113.146851, 'z': -3310.293213}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1089.964478, 'y': 98.540161, 'z': -3275.131348}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1338.182861, 'y': 92.321144, 'z': -3238.409424}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1286.46582, 'y': 92.390984, 'z': -3244.96875}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1088.90271, 'y': 107.558861, 'z': -3296.108398}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1403.859497, 'y': 98.877869, 'z': -3266.088867}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1292.03479, 'y': 112.305099, 'z': -3299.448242}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1329.786621, 'y': 100.936226, 'z': -3266.769775}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1033.498413, 'y': 85.512016, 'z': -3211.82666}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1046.2052, 'y': 118.508286, 'z': -3307.9375}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1298.508179, 'y': 108.067703, 'z': -3286.678223}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1323.771729, 'y': 90.201775, 'z': -3223.157227}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1187.882935, 'y': 103.342003, 'z': -3290.020996}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1085.285522, 'y': 92.977669, 'z': -3253.312012}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1056.36084, 'y': 111.46199, 'z': -3294.699463}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1071.333008, 'y': 84.048538, 'z': -3228.887695}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1238.0448, 'y': 108.02964, 'z': -3287.601563}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 11}
