{'position': {'x': 3960.262939, 'y': 256.582855, 'z': -3404.489502}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4117.797363, 'y': 244.56456, 'z': -3762.863281}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3806.041016, 'y': 250.198364, 'z': -3444.230225}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4022.486816, 'y': 220.309204, 'z': -3722.006348}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4048.843506, 'y': 219.896408, 'z': -3645.283447}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'doro', 'area_no': 22}
{'position': {'x': 4089.48584, 'y': 243.354111, 'z': -3459.509766}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4189.364258, 'y': 229.0, 'z': -3538.754395}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3792.279541, 'y': 282.299377, 'z': -3496.888916}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4576.69873, 'y': 207.984619, 'z': -3194.892822}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3883.221436, 'y': 220.2453, 'z': -3695.335449}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4104.067871, 'y': 229.994507, 'z': -3355.47583}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3882.365967, 'y': 220.014648, 'z': -3717.968506}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3928.570801, 'y': 254.583145, 'z': -3325.978027}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3927.300293, 'y': 250.10997, 'z': -3434.797607}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3886.380127, 'y': 248.915314, 'z': -3455.334473}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3943.001953, 'y': 250.015259, 'z': -3380.133057}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3951.733154, 'y': 220.014648, 'z': -3697.281738}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3953.939209, 'y': 220.014648, 'z': -3665.381592}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3909.096191, 'y': 300.299988, 'z': -3553.898682}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3880.666504, 'y': 250.045776, 'z': -3489.695801}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4197.213379, 'y': 229.0, 'z': -3528.845947}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3982.128906, 'y': 219.5, 'z': -3710.642334}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'yuki', 'area_no': 22}
{'position': {'x': 4086.772949, 'y': 244.796432, 'z': -3808.299316}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4037.870361, 'y': 313.972076, 'z': -3386.800049}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4385.749023, 'y': 295.102051, 'z': -3414.500732}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4156.462891, 'y': 250.015259, 'z': -3754.216553}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3809.741699, 'y': 250.045776, 'z': -3426.844971}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4113.368164, 'y': 244.683426, 'z': -3779.993164}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3866.416016, 'y': 220.018295, 'z': -3721.562988}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3903.924805, 'y': 220.014648, 'z': -3689.341064}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3805.196533, 'y': 243.140594, 'z': -3587.492188}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3966.174316, 'y': 219.813797, 'z': -3706.799316}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4458.271484, 'y': 247.128708, 'z': -3245.105713}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4111.254395, 'y': 245.067245, 'z': -3747.885986}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4064.527832, 'y': 228.592773, 'z': -3737.879883}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3823.083984, 'y': 220.034042, 'z': -3729.511719}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3996.476807, 'y': 220.014648, 'z': -3648.819092}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3771.787598, 'y': 250.286118, 'z': -3432.998779}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3971.365479, 'y': 263.81897, 'z': -3383.604736}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4108.107422, 'y': 249.975388, 'z': -3621.938477}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4151.687988, 'y': 229.964493, 'z': -3547.329102}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4238.875977, 'y': 229.0, 'z': -3558.402832}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4212.49707, 'y': 229.0, 'z': -3527.234375}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4111.796387, 'y': 250.095917, 'z': -3608.781982}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4230.291992, 'y': 250.045776, 'z': -3434.868896}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3958.183594, 'y': 220.014648, 'z': -3656.291992}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3946.782471, 'y': 220.014648, 'z': -3736.906982}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4098.546387, 'y': 241.729248, 'z': -3459.625732}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3988.176025, 'y': 220.014648, 'z': -3675.797607}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3869.509521, 'y': 220.323395, 'z': -3704.595947}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3968.328857, 'y': 220.014648, 'z': -3683.287354}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3956.166748, 'y': 220.109711, 'z': -3725.343506}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4317.948242, 'y': 250.015259, 'z': -3449.913818}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3925.452393, 'y': 220.014648, 'z': -3746.544189}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4032.397949, 'y': 220.014648, 'z': -3655.967773}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4060.794678, 'y': 246.184174, 'z': -3447.752441}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4052.945557, 'y': 248.586288, 'z': -3462.933105}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4100.397949, 'y': 242.923874, 'z': -3479.463623}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3898.129883, 'y': 219.817932, 'z': -3748.507568}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4179.260254, 'y': 229.994507, 'z': -3622.463135}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3837.224609, 'y': 220.014709, 'z': -3719.719727}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4148.357422, 'y': 230.027145, 'z': -3500.825439}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4036.291748, 'y': 224.010818, 'z': -3737.111084}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4209.479492, 'y': 229.0, 'z': -3541.825928}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4068.554932, 'y': 222.342346, 'z': -3709.016357}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4010.532959, 'y': 220.014648, 'z': -3682.955566}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3887.695557, 'y': 219.369995, 'z': -3739.780762}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4175.688965, 'y': 229.994507, 'z': -3472.059814}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4034.134033, 'y': 302.088745, 'z': -3359.65918}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4165.935547, 'y': 229.934372, 'z': -3561.171143}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3864.920654, 'y': 250.129578, 'z': -3496.64502}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3851.902588, 'y': 221.081512, 'z': -3698.115479}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4048.766357, 'y': 224.808609, 'z': -3734.449463}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3929.652588, 'y': 250.16803, 'z': -3421.715088}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4183.530273, 'y': 309.490662, 'z': -3893.767334}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3867.976807, 'y': 220.079498, 'z': -3717.136475}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4074.445557, 'y': 244.796432, 'z': -3777.949707}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4204.660645, 'y': 250.307709, 'z': -3399.151123}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4233.000488, 'y': 229.0, 'z': -3531.490967}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4188.531738, 'y': 229.994507, 'z': -3613.735352}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3926.524414, 'y': 220.014648, 'z': -3746.64917}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4252.743652, 'y': 250.198364, 'z': -3428.187744}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4118.441406, 'y': 230.129623, 'z': -3368.407959}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3900.980225, 'y': 220.014648, 'z': -3710.113037}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3988.698486, 'y': 219.5, 'z': -3696.244385}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3882.732422, 'y': 220.014648, 'z': -3741.542725}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4391.05127, 'y': 314.989349, 'z': -3305.737549}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4058.897949, 'y': 225.618271, 'z': -3727.822021}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3964.029053, 'y': 220.014648, 'z': -3754.668213}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4149.356445, 'y': 300.341827, 'z': -3859.780518}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4039.813477, 'y': 219.5, 'z': -3628.334229}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4050.973877, 'y': 220.014648, 'z': -3658.280029}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4016.39209, 'y': 250.130783, 'z': -3523.003418}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4132.538574, 'y': 246.844315, 'z': -3768.260498}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4033.093506, 'y': 220.014648, 'z': -3682.63208}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3913.566895, 'y': 249.991333, 'z': -3371.655029}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4044.537109, 'y': 249.905212, 'z': -3477.91748}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4169.971191, 'y': 229.960892, 'z': -3529.974365}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4152.585449, 'y': 230.032578, 'z': -3596.300293}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4101.742188, 'y': 245.850311, 'z': -3789.602783}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3900.185059, 'y': 220.014648, 'z': -3699.33667}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3990.96875, 'y': 220.014648, 'z': -3626.556885}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4352.742188, 'y': 250.076294, 'z': -3428.843018}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3941.63623, 'y': 220.014648, 'z': -3658.547607}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4186.664063, 'y': 229.0, 'z': -3560.555908}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4193.145996, 'y': 229.0, 'z': -3521.847412}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4083.435303, 'y': 230.671524, 'z': -3341.266357}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4231.172852, 'y': 229.0, 'z': -3569.184814}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3941.231934, 'y': 250.861191, 'z': -3320.966064}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4212.123535, 'y': 230.10083, 'z': -3497.574219}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 22}
{'position': {'x': 4040.829346, 'y': 253.859955, 'z': -3604.005371}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4094.491699, 'y': 229.994507, 'z': -3365.427734}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4184.159668, 'y': 229.950378, 'z': -3568.250488}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4264.579102, 'y': 250.167847, 'z': -3411.318604}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4037.185791, 'y': 220.014648, 'z': -3642.643066}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4055.400635, 'y': 220.014648, 'z': -3652.666504}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4031.364258, 'y': 220.014648, 'z': -3646.445801}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4181.789063, 'y': 300.4823, 'z': -3855.044434}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4229.320801, 'y': 229.0, 'z': -3540.513184}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4111.538574, 'y': 230.14798, 'z': -3338.902832}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4099.237305, 'y': 229.788849, 'z': -3329.891846}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4048.05835, 'y': 249.954224, 'z': -3503.466064}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'suna_sabaku', 'area_no': 22}
{'position': {'x': 4196.184082, 'y': 229.0, 'z': -3537.848877}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4183.814453, 'y': 229.994507, 'z': -3459.674805}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4035.312256, 'y': 250.076294, 'z': -3501.126465}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4189.712402, 'y': 299.889954, 'z': -3979.700684}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 22}
{'position': {'x': 4329.075195, 'y': 250.045776, 'z': -3458.686035}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4102.559082, 'y': 241.639984, 'z': -3765.534668}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4011.133545, 'y': 250.499924, 'z': -3506.27832}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4191.171387, 'y': 229.994507, 'z': -3618.827148}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4055.960449, 'y': 248.993439, 'z': -3475.795898}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4030.484619, 'y': 220.014648, 'z': -3647.134521}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4155.899902, 'y': 250.015259, 'z': -3761.400879}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4163.105469, 'y': 229.994507, 'z': -3575.647705}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4199.595703, 'y': 229.994507, 'z': -3611.226807}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4035.602783, 'y': 220.045166, 'z': -3707.985596}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4344.213379, 'y': 250.015259, 'z': -3461.593994}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4433.919434, 'y': 248.558563, 'z': -3226.007324}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4084.48291, 'y': 242.444916, 'z': -3440.461914}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3758.167236, 'y': 250.400818, 'z': -3408.047363}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4142.959961, 'y': 229.994507, 'z': -3570.981201}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 22}
{'position': {'x': 4073.495605, 'y': 252.639923, 'z': -3834.989502}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4469.382324, 'y': 243.356491, 'z': -3221.079834}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4065.79126, 'y': 220.014648, 'z': -3685.952148}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
