{'position': {'x': 1743.685059, 'y': 162.088745, 'z': -2946.650146}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1813.070435, 'y': 136.170685, 'z': -3262.073242}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2139.32666, 'y': 162.403793, 'z': -3285.51709}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1736.492432, 'y': 154.351517, 'z': -3015.468018}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2020.438599, 'y': 139.183884, 'z': -3556.114014}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1859.613037, 'y': 150.069824, 'z': -3348.0896}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1997.842896, 'y': 185.646667, 'z': -3040.984619}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2106.65332, 'y': 151.40976, 'z': -3314.964844}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2160.614014, 'y': 140.306198, 'z': -3602.382324}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2156.08374, 'y': 144.290466, 'z': -3569.456299}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2147.20459, 'y': 127.585281, 'z': -3835.209961}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1727.052124, 'y': 160.0345, 'z': -2971.637695}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1558.558716, 'y': 132.812317, 'z': -3369.236328}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1788.639771, 'y': 155.526657, 'z': -3032.805176}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1997.388062, 'y': 138.942108, 'z': -3517.719727}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2017.865112, 'y': 139.460114, 'z': -3565.88623}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1757.523804, 'y': 136.921875, 'z': -3245.364746}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1902.985474, 'y': 239.241898, 'z': -2717.769287}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2153.219971, 'y': 199.993896, 'z': -3079.200195}, 'level_range': {'x': 30.0, 'y': 33.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1890.329224, 'y': 202.144653, 'z': -2929.522705}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1729.044678, 'y': 130.176941, 'z': -3218.991455}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1965.592773, 'y': 153.804855, 'z': -3352.406738}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1529.041748, 'y': 165.20488, 'z': -3204.349854}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1992.819824, 'y': 154.485748, 'z': -3399.243164}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1974.787598, 'y': 152.993958, 'z': -3289.539063}, 'level_range': {'x': 30.0, 'y': 33.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1727.921143, 'y': 134.869476, 'z': -3156.748047}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2151.208496, 'y': 149.831207, 'z': -3375.45752}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1887.810181, 'y': 233.816086, 'z': -2785.372803}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2082.842041, 'y': 153.397324, 'z': -3273.969971}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1869.074097, 'y': 147.038498, 'z': -3434.152832}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1801.7677, 'y': 148.869644, 'z': -3122.704834}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2003.61853, 'y': 140.920059, 'z': -3558.900146}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2011.846191, 'y': 188.302231, 'z': -3049.98291}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1725.247559, 'y': 152.280502, 'z': -3035.00415}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2406.625732, 'y': 259.98468, 'z': -3827.236816}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 2075.215576, 'y': 139.61557, 'z': -3548.71582}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1615.142334, 'y': 120.000809, 'z': -3222.206055}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1855.61499, 'y': 148.637833, 'z': -3213.948242}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1706.591553, 'y': 100.07325, 'z': -3521.296387}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1777.062622, 'y': 140.927994, 'z': -3146.679688}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2367.961914, 'y': 260.02597, 'z': -3753.305176}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1711.13208, 'y': 176.866348, 'z': -2934.179443}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1693.719849, 'y': 161.940048, 'z': -2970.671631}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2024.599487, 'y': 147.740448, 'z': -3500.060791}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1562.633179, 'y': 165.690842, 'z': -3173.651855}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1982.031494, 'y': 226.740692, 'z': -2892.586914}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1792.91687, 'y': 140.120407, 'z': -3252.124512}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1897.95105, 'y': 151.297211, 'z': -3375.102539}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1562.210327, 'y': 130.166443, 'z': -3402.307373}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2244.817139, 'y': 187.07222, 'z': -3346.242188}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2290.586914, 'y': 196.573883, 'z': -3352.378418}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2056.424316, 'y': 157.017944, 'z': -3108.585693}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1882.31311, 'y': 150.858047, 'z': -3216.292969}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2064.805908, 'y': 153.042603, 'z': -3273.466309}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1827.334229, 'y': 141.592773, 'z': -3238.445068}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2018.997314, 'y': 199.469635, 'z': -3011.007324}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1706.621704, 'y': 153.223343, 'z': -3041.059814}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1736.94043, 'y': 144.845016, 'z': -3309.567627}, 'level_range': {'x': 30.0, 'y': 33.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1562.249512, 'y': 179.72908, 'z': -3083.498047}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1581.03186, 'y': 134.025406, 'z': -3393.124512}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1798.317993, 'y': 162.332901, 'z': -2913.755615}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1703.769653, 'y': 149.517456, 'z': -3083.462402}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2108.707031, 'y': 198.010132, 'z': -3065.887695}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 12}
{'position': {'x': 2121.883301, 'y': 151.014328, 'z': -3382.949219}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1603.905396, 'y': 100.012207, 'z': -3480.15332}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1971.275024, 'y': 152.963425, 'z': -3259.828125}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1670.874756, 'y': 127.483856, 'z': -3174.085693}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2246.40918, 'y': 145.827576, 'z': -3558.411377}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2145.089844, 'y': 188.935104, 'z': -3134.393066}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2107.344482, 'y': 138.711868, 'z': -3441.219238}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2024.497925, 'y': 162.623657, 'z': -3100.548828}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1540.54541, 'y': 184.776016, 'z': -3024.250977}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1634.771729, 'y': 155.048965, 'z': -3327.033447}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1848.327515, 'y': 238.906174, 'z': -2732.625}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1934.722168, 'y': 148.584885, 'z': -3481.374268}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1943.269165, 'y': 155.882797, 'z': -3325.802002}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2021.98645, 'y': 152.963425, 'z': -3295.753662}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1633.689087, 'y': 138.54007, 'z': -3383.615479}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1807.422119, 'y': 200.212509, 'z': -2881.530762}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1832.562378, 'y': 133.812973, 'z': -3292.253174}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1826.982178, 'y': 144.972626, 'z': -3454.102295}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'yuki', 'area_no': 12}
{'position': {'x': 2082.711426, 'y': 155.74498, 'z': -3141.269287}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2136.680664, 'y': 149.172409, 'z': -3386.134033}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1563.594238, 'y': 111.682556, 'z': -3276.951904}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2088.401855, 'y': 85.488441, 'z': -3759.024902}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1985.668701, 'y': 153.22821, 'z': -3326.828613}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1816.444824, 'y': 200.965988, 'z': -2884.934326}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2159.751709, 'y': 184.764694, 'z': -3232.532959}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1890.646484, 'y': 105.017395, 'z': -3513.308838}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2143.554199, 'y': 163.845413, 'z': -3297.1875}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1842.77124, 'y': 153.335815, 'z': -3076.373047}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2168.947998, 'y': 198.559631, 'z': -3060.285645}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1713.875488, 'y': 97.100037, 'z': -3561.406738}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1459.829102, 'y': 97.004341, 'z': -3427.843506}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1928.755493, 'y': 230.482819, 'z': -2865.231445}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1934.256714, 'y': 153.477982, 'z': -3305.104736}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2003.781006, 'y': 199.871323, 'z': -2991.229248}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1834.76001, 'y': 128.232346, 'z': -3325.376465}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1894.969849, 'y': 230.482819, 'z': -2887.710205}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1896.097778, 'y': 233.243713, 'z': -2789.034912}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1880.281494, 'y': 159.594681, 'z': -3022.193359}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1732.204224, 'y': 133.44603, 'z': -3236.049561}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1976.56543, 'y': 153.238113, 'z': -3314.751709}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1629.112915, 'y': 99.73774, 'z': -3511.351563}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1561.894897, 'y': 108.496147, 'z': -3308.691162}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1746.80835, 'y': 145.634979, 'z': -3321.585693}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1874.999023, 'y': 236.730881, 'z': -2760.50708}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1728.880127, 'y': 157.08522, 'z': -2990.395752}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1812.365234, 'y': 151.548996, 'z': -3118.279541}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1926.731689, 'y': 152.27951, 'z': -3399.874756}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1799.168823, 'y': 154.925919, 'z': -3039.177002}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2070.361816, 'y': 81.29203, 'z': -3778.798828}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2034.957275, 'y': 199.919312, 'z': -2954.646484}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1876.453613, 'y': 98.196754, 'z': -3579.780762}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1745.162354, 'y': 108.050064, 'z': -3419.501709}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1973.463257, 'y': 153.336243, 'z': -3360.116699}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1719.134033, 'y': 132.959442, 'z': -3163.268799}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1798.075806, 'y': 129.9552, 'z': -3296.446533}, 'level_range': {'x': 30.0, 'y': 33.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1861.859375, 'y': 150.489243, 'z': -3327.19458}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2041.966797, 'y': 198.447342, 'z': -3003.632568}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1913.674438, 'y': 155.485748, 'z': -3070.069824}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1951.406128, 'y': 241.892899, 'z': -2773.963867}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1678.580688, 'y': 151.981201, 'z': -3328.312256}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1796.697876, 'y': 122.893448, 'z': -3341.153809}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2071.606689, 'y': 198.010132, 'z': -3029.150146}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1978.283691, 'y': 154.923492, 'z': -3389.121826}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2187.464111, 'y': 142.812836, 'z': -3739.797119}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1808.097168, 'y': 205.529007, 'z': -2828.528809}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1874.751709, 'y': 160.859116, 'z': -3010.361816}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1984.731689, 'y': 139.394318, 'z': -3529.53418}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1817.006226, 'y': 145.584045, 'z': -3456.691162}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1900.149048, 'y': 230.200897, 'z': -2861.395508}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1825.951538, 'y': 152.260513, 'z': -3064.850586}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1920.561768, 'y': 152.90239, 'z': -3224.539063}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'town', 'substance': 'tsuchi', 'area_no': 12}
{'position': {'x': 1648.577515, 'y': 152.959457, 'z': -3308.597168}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2050.407715, 'y': 138.944656, 'z': -3557.888672}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1828.342651, 'y': 145.689529, 'z': -3480.35498}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1733.490845, 'y': 180.930298, 'z': -2895.617432}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1927.477295, 'y': 235.599609, 'z': -2777.915527}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2027.021606, 'y': 146.680695, 'z': -3512.526855}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1983.456543, 'y': 139.105026, 'z': -3519.728027}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2203.94458, 'y': 140.525848, 'z': -3700.56958}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2100.119873, 'y': 76.610245, 'z': -3799.055908}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1587.94812, 'y': 174.390747, 'z': -3131.646973}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1781.009033, 'y': 141.225067, 'z': -3147.165039}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1844.977295, 'y': 160.007568, 'z': -2972.938721}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2069.367188, 'y': 139.489273, 'z': -3478.268799}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2155.758545, 'y': 140.587891, 'z': -3615.888916}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1953.718994, 'y': 152.796921, 'z': -3094.970947}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
