{'position': {'x': 1000.90564, 'y': 161.346558, 'z': -2831.185791}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 932.708862, 'y': 149.420074, 'z': -2935.856201}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 623.31604, 'y': 151.693558, 'z': -2703.203369}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 830.788147, 'y': 159.519135, 'z': -2663.031982}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 852.073975, 'y': 155.45871, 'z': -2682.719727}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 707.808899, 'y': 155.713531, 'z': -2711.852783}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 729.695129, 'y': 159.580673, 'z': -2671.077637}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 807.070862, 'y': 154.216675, 'z': -2865.438965}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 781.807739, 'y': 149.134964, 'z': -2943.535645}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 960.399048, 'y': 151.104858, 'z': -2924.532959}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 734.171448, 'y': 159.759094, 'z': -2697.486328}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 792.263733, 'y': 150.07843, 'z': -2936.380615}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 936.903564, 'y': 145.695526, 'z': -2949.058594}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 900.456055, 'y': 196.659225, 'z': -2689.13501}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 756.516968, 'y': 149.986908, 'z': -2995.959473}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 10}
{'position': {'x': 485.305511, 'y': 158.865036, 'z': -2782.680664}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 628.05426, 'y': 153.534943, 'z': -2933.311768}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 954.984375, 'y': 193.415283, 'z': -3014.990234}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 899.632751, 'y': 165.211136, 'z': -2875.522461}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 903.489746, 'y': 150.903107, 'z': -2792.364502}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 615.895264, 'y': 155.573563, 'z': -2902.833984}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 553.699707, 'y': 162.54274, 'z': -2761.510742}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 706.011902, 'y': 152.135544, 'z': -2886.458984}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 843.767273, 'y': 159.214554, 'z': -2869.411865}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 831.85791, 'y': 157.537399, 'z': -2703.730469}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 518.478394, 'y': 150.980255, 'z': -2876.818604}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 634.594116, 'y': 158.083221, 'z': -2761.280029}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 597.496521, 'y': 149.380142, 'z': -2668.526611}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 725.997314, 'y': 158.200439, 'z': -2720.051025}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 623.94989, 'y': 154.802917, 'z': -2742.446777}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 932.274475, 'y': 160.437103, 'z': -2585.427734}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 834.383118, 'y': 152.804337, 'z': -2822.87207}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 760.533081, 'y': 150.705856, 'z': -2870.312256}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 961.314697, 'y': 150.729218, 'z': -2643.466797}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 663.185242, 'y': 150.996628, 'z': -2956.168213}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 785.78717, 'y': 152.92598, 'z': -2607.728271}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 924.842285, 'y': 151.165192, 'z': -2652.631104}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 901.332764, 'y': 165.852371, 'z': -2870.88623}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 889.591064, 'y': 157.838623, 'z': -2609.18457}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 848.528381, 'y': 151.858246, 'z': -2582.087402}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 651.467102, 'y': 158.887329, 'z': -2830.323242}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 640.014893, 'y': 159.952393, 'z': -2864.168945}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 849.89563, 'y': 134.477432, 'z': -2993.97876}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 450.418854, 'y': 145.505798, 'z': -2698.571045}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1291.307007, 'y': 156.944305, 'z': -3009.563721}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 716.712036, 'y': 156.880737, 'z': -2710.645996}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 704.300781, 'y': 153.912735, 'z': -2862.347656}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 869.270264, 'y': 158.848633, 'z': -2898.326416}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 748.662109, 'y': 152.700546, 'z': -2902.467529}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 610.335449, 'y': 155.897186, 'z': -2864.376709}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 388.612122, 'y': 149.789764, 'z': -2735.03125}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 562.555115, 'y': 151.185699, 'z': -2850.219238}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 737.167114, 'y': 156.340088, 'z': -2642.488525}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 742.516418, 'y': 160.423996, 'z': -2657.311035}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 894.693665, 'y': 143.250717, 'z': -2964.888672}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 620.981506, 'y': 157.949753, 'z': -2864.327881}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 632.311523, 'y': 156.742111, 'z': -2752.507568}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 734.443848, 'y': 151.326324, 'z': -2842.216797}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1186.411133, 'y': 167.457214, 'z': -2959.539795}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 736.517578, 'y': 156.660141, 'z': -2644.254883}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 876.66748, 'y': 153.099426, 'z': -2817.268799}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 725.489563, 'y': 156.37146, 'z': -2652.394531}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 721.939819, 'y': 155.921494, 'z': -2971.504395}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 829.767395, 'y': 150.187546, 'z': -2930.536621}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 761.470276, 'y': 153.208252, 'z': -2900.223877}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 789.049866, 'y': 162.3116, 'z': -2649.272705}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 630.517212, 'y': 151.99881, 'z': -2705.963379}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 436.304504, 'y': 151.887497, 'z': -2780.263916}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 594.7146, 'y': 153.437012, 'z': -2877.519043}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 880.832458, 'y': 164.610123, 'z': -2862.010498}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 815.655762, 'y': 141.902542, 'z': -2960.716309}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 836.628906, 'y': 157.962189, 'z': -2860.880127}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 543.623779, 'y': 155.031525, 'z': -2823.807617}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 579.163513, 'y': 151.593933, 'z': -2893.729004}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 662.204224, 'y': 153.620621, 'z': -2715.682861}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 573.965027, 'y': 151.464584, 'z': -2842.466309}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 845.772644, 'y': 148.576752, 'z': -2937.578857}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 565.99176, 'y': 150.84465, 'z': -2865.354248}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1102.08606, 'y': 155.059204, 'z': -2639.214111}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 10}
{'position': {'x': 801.717468, 'y': 150.363403, 'z': -2581.883301}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 877.760437, 'y': 157.34642, 'z': -2589.178955}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 759.049438, 'y': 159.917465, 'z': -2725.168213}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 897.107117, 'y': 159.638504, 'z': -2904.375244}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 742.811829, 'y': 159.575974, 'z': -2759.128418}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 744.000427, 'y': 159.67308, 'z': -2727.482178}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 766.873291, 'y': 157.375778, 'z': -2631.807617}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 911.767456, 'y': 151.566925, 'z': -2659.891846}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 826.833252, 'y': 157.686234, 'z': -2637.12915}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 816.47406, 'y': 155.338181, 'z': -2865.754883}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 600.170532, 'y': 154.26619, 'z': -2892.760254}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 566.500061, 'y': 161.600662, 'z': -2761.955811}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 386.587158, 'y': 148.8974, 'z': -2716.083496}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 408.352448, 'y': 153.469147, 'z': -2799.012939}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 875.054993, 'y': 154.843857, 'z': -2659.888184}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 671.736938, 'y': 158.660095, 'z': -2745.468262}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 794.343689, 'y': 206.756897, 'z': -2825.515137}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1210.82251, 'y': 153.265533, 'z': -3025.521973}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 745.771484, 'y': 151.657288, 'z': -2889.42041}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 826.745667, 'y': 155.347885, 'z': -2740.977539}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 821.825684, 'y': 144.945129, 'z': -2949.134033}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 851.577759, 'y': 126.135223, 'z': -3035.294189}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 733.32782, 'y': 151.314392, 'z': -2891.162109}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 783.719238, 'y': 163.392303, 'z': -2681.543945}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 686.441284, 'y': 150.688751, 'z': -2645.288818}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 881.095459, 'y': 163.422577, 'z': -2877.3479}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 717.867737, 'y': 153.130585, 'z': -2640.954834}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 795.161987, 'y': 154.052078, 'z': -2612.902344}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 799.983582, 'y': 192.645447, 'z': -2786.141602}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 541.861633, 'y': 154.285965, 'z': -2829.0625}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 855.347351, 'y': 151.136063, 'z': -2787.336914}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 863.732605, 'y': 162.416351, 'z': -2872.282959}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 685.534668, 'y': 159.019821, 'z': -2814.74292}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 627.3526, 'y': 158.880325, 'z': -2862.185547}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 788.78418, 'y': 150.237717, 'z': -2578.798096}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 737.003052, 'y': 150.25885, 'z': -2602.236572}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 377.335297, 'y': 151.123795, 'z': -2731.685547}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 10}
{'position': {'x': 481.757813, 'y': 158.941208, 'z': -2771.286133}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 848.002808, 'y': 152.29863, 'z': -2808.242676}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 887.297302, 'y': 158.689087, 'z': -2600.454346}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 690.562378, 'y': 160.87384, 'z': -2781.641357}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 676.297974, 'y': 151.815262, 'z': -2920.471436}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 467.618591, 'y': 156.187134, 'z': -2798.773438}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 772.951904, 'y': 160.217331, 'z': -2719.015869}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 856.716736, 'y': 128.66803, 'z': -3025.423096}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 871.691223, 'y': 135.559921, 'z': -2993.077393}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 703.279907, 'y': 160.06041, 'z': -2769.671387}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1337.859131, 'y': 153.695908, 'z': -3125.288086}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 610.223206, 'y': 150.211105, 'z': -2656.617676}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 822.170288, 'y': 153.519745, 'z': -2765.098877}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 399.891357, 'y': 151.542618, 'z': -2771.366455}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 10}
{'position': {'x': 578.139709, 'y': 144.009232, 'z': -2646.648193}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 449.624603, 'y': 169.280426, 'z': -2651.844727}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 748.03717, 'y': 150.975021, 'z': -2977.276855}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 566.103455, 'y': 147.717087, 'z': -2689.337402}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 646.384949, 'y': 160.269119, 'z': -2772.68335}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 846.559387, 'y': 151.813644, 'z': -2926.565918}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 517.789001, 'y': 153.344757, 'z': -2910.473389}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 10}
{'position': {'x': 882.320557, 'y': 162.000092, 'z': -2886.131592}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 736.006165, 'y': 160.949982, 'z': -2672.848877}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 611.470886, 'y': 151.137146, 'z': -2695.584229}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 803.615295, 'y': 153.600067, 'z': -2911.797363}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 869.949768, 'y': 155.363831, 'z': -2638.164063}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 806.557373, 'y': 145.765854, 'z': -2948.351563}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 763.59375, 'y': 159.453522, 'z': -2731.138184}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 834.490601, 'y': 156.552094, 'z': -2632.512451}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
