{'position': {'x': 738.963806, 'y': 369.306793, 'z': -1210.239258}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1223.333496, 'y': 264.664581, 'z': -1324.126953}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 649.350403, 'y': 224.076752, 'z': -724.230103}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 509.269073, 'y': 236.902161, 'z': -1075.415161}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 636.695557, 'y': 368.804321, 'z': -1219.304199}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1051.18811, 'y': 395.694, 'z': -1306.69751}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1229.821777, 'y': 264.844727, 'z': -1315.775391}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 678.464111, 'y': 323.148041, 'z': -893.048462}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 700.105652, 'y': 351.296112, 'z': -1101.380249}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 641.389404, 'y': 355.577087, 'z': -1172.648682}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 595.220093, 'y': 346.124298, 'z': -1097.865967}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 635.245728, 'y': 347.101532, 'z': -1093.514648}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 813.940186, 'y': 390.151886, 'z': -1255.303711}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 691.249634, 'y': 309.042603, 'z': -828.794983}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1118.317627, 'y': 394.87738, 'z': -1216.893066}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 540.945679, 'y': 229.050583, 'z': -1281.781006}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 5}
{'position': {'x': 1061.065674, 'y': 395.482178, 'z': -1177.328979}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 585.940186, 'y': 334.401672, 'z': -1004.753662}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 656.140991, 'y': 362.339233, 'z': -1186.166992}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 829.784302, 'y': 388.647797, 'z': -1241.936035}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1131.44043, 'y': 395.802765, 'z': -1193.788574}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 498.940002, 'y': 198.484589, 'z': -850.797607}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 677.721497, 'y': 314.117615, 'z': -833.500244}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1422.86731, 'y': 221.580566, 'z': -911.820007}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1069.321655, 'y': 392.903625, 'z': -1208.203125}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 5}
{'position': {'x': 1000.640747, 'y': 400.724915, 'z': -1273.883545}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 767.44751, 'y': 384.011108, 'z': -1252.031372}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 605.450867, 'y': 346.608276, 'z': -1081.248047}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 518.166931, 'y': 237.197495, 'z': -1068.539185}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 747.720581, 'y': 375.433685, 'z': -1234.681519}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 617.945129, 'y': 345.427368, 'z': -1094.691162}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 967.432495, 'y': 401.167358, 'z': -1234.916382}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 509.953888, 'y': 238.541183, 'z': -1062.395996}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1308.652588, 'y': 228.306213, 'z': -1269.408081}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 608.444275, 'y': 335.667358, 'z': -996.59729}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 760.769409, 'y': 374.863342, 'z': -1155.928955}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 668.593994, 'y': 330.623383, 'z': -960.775574}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 512.669067, 'y': 243.207336, 'z': -998.60144}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1020.778259, 'y': 394.997955, 'z': -1251.080933}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 602.837341, 'y': 333.002075, 'z': -971.191345}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1231.394531, 'y': 321.674255, 'z': -1083.392334}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 539.441895, 'y': 243.209305, 'z': -999.398743}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 559.339905, 'y': 231.089264, 'z': -1310.382324}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 713.901917, 'y': 304.500732, 'z': -825.32135}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 649.82312, 'y': 373.006744, 'z': -1243.632813}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 987.147888, 'y': 397.270172, 'z': -1253.210449}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 625.958679, 'y': 351.406189, 'z': -1156.352417}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 721.119812, 'y': 301.881622, 'z': -787.437439}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 863.84613, 'y': 395.508881, 'z': -1258.970703}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 738.674744, 'y': 372.166748, 'z': -1242.032593}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 650.916565, 'y': 360.13327, 'z': -1107.760254}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 744.840027, 'y': 299.108276, 'z': -771.193604}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 735.847839, 'y': 361.802734, 'z': -1150.223755}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1114.075439, 'y': 394.783081, 'z': -1240.301636}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 985.048096, 'y': 397.500031, 'z': -1249.508667}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 740.503906, 'y': 291.955688, 'z': -1312.613647}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 713.2854, 'y': 290.042267, 'z': -1320.036255}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1297.88562, 'y': 223.758667, 'z': -1280.37854}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 642.346558, 'y': 361.321594, 'z': -1127.527954}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 938.439148, 'y': 331.22226, 'z': -1370.409302}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1125.543701, 'y': 395.262665, 'z': -1192.862793}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 576.351501, 'y': 343.157623, 'z': -1056.075073}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1229.548462, 'y': 322.094391, 'z': -1122.457153}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 706.537109, 'y': 289.33252, 'z': -1316.268066}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 675.583679, 'y': 285.998169, 'z': -1318.62793}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 657.331482, 'y': 324.437927, 'z': -926.138123}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 665.402832, 'y': 324.582153, 'z': -911.410278}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 746.337769, 'y': 298.783813, 'z': -781.484253}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 649.162781, 'y': 337.249084, 'z': -994.170715}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 786.531799, 'y': 377.394318, 'z': -1218.397949}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1018.081848, 'y': 395.909729, 'z': -1230.080688}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 725.679871, 'y': 359.579742, 'z': -1154.238525}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1056.493896, 'y': 395.805511, 'z': -1304.663818}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 778.735107, 'y': 376.197205, 'z': -1223.256958}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 769.98999, 'y': 295.920502, 'z': -788.266174}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1111.680054, 'y': 399.460114, 'z': -1174.888184}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 666.785095, 'y': 364.981537, 'z': -1185.993286}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1097.279907, 'y': 401.118134, 'z': -1160.813721}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 631.882629, 'y': 233.142242, 'z': -1356.558105}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 768.049683, 'y': 376.802368, 'z': -1229.55957}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 967.690491, 'y': 398.946014, 'z': -1273.189453}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 584.596497, 'y': 349.640442, 'z': -1132.893677}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 668.285583, 'y': 367.21582, 'z': -1212.206299}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 701.695984, 'y': 365.322021, 'z': -1245.422852}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 813.980835, 'y': 388.115082, 'z': -1246.895508}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 592.072205, 'y': 346.720612, 'z': -1060.420532}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1153.300293, 'y': 372.352386, 'z': -1164.703247}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 599.692566, 'y': 294.93454, 'z': -906.587036}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 778.312622, 'y': 374.826172, 'z': -1147.349609}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1084.167358, 'y': 394.798126, 'z': -1207.258057}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 675.962952, 'y': 365.311493, 'z': -1260.260376}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 677.168823, 'y': 365.05896, 'z': -1184.869019}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 766.40332, 'y': 297.651031, 'z': -770.677368}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1135.699951, 'y': 311.991119, 'z': -1332.27478}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1237.873413, 'y': 348.82019, 'z': -1028.61438}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 656.188232, 'y': 336.2854, 'z': -986.72229}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1015.348572, 'y': 394.97345, 'z': -1241.171997}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 611.895447, 'y': 334.896423, 'z': -1005.387573}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 647.577332, 'y': 326.261261, 'z': -936.427979}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 640.807983, 'y': 325.082306, 'z': -935.558289}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 979.506592, 'y': 427.845825, 'z': -1179.420044}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1341.491699, 'y': 219.633392, 'z': -1187.846802}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 825.947144, 'y': 220.197006, 'z': -1425.994141}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 644.66803, 'y': 322.23053, 'z': -909.368103}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 781.10553, 'y': 294.574371, 'z': -779.907654}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1304.741821, 'y': 238.920624, 'z': -1173.885498}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1003.168579, 'y': 396.101044, 'z': -1241.660522}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1248.066895, 'y': 265.216248, 'z': -1294.265015}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 445.679504, 'y': 198.437408, 'z': -994.248413}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1073.527466, 'y': 394.243347, 'z': -1252.351929}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1220.584717, 'y': 351.223999, 'z': -1041.44873}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 848.420349, 'y': 220.954239, 'z': -1410.961182}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1247.085083, 'y': 262.066376, 'z': -1318.299072}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 747.994507, 'y': 299.360138, 'z': -804.870178}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 932.964478, 'y': 405.525391, 'z': -1305.816162}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 681.349548, 'y': 364.425934, 'z': -1150.408691}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1181.062012, 'y': 264.89917, 'z': -1375.017334}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1075.207031, 'y': 392.900024, 'z': -1220.376221}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 5}
{'position': {'x': 1054.796265, 'y': 394.901123, 'z': -1194.338257}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 940.490723, 'y': 401.912598, 'z': -1274.186523}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 843.945313, 'y': 393.497742, 'z': -1260.014526}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 621.054565, 'y': 335.654907, 'z': -1007.833557}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1121.165405, 'y': 394.938354, 'z': -1200.775269}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1001.94812, 'y': 402.883209, 'z': -1302.715942}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1006.57782, 'y': 399.532623, 'z': -1279.73584}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1170.111572, 'y': 266.354095, 'z': -1364.026123}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 886.113953, 'y': 294.845734, 'z': -1380.612671}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 623.780273, 'y': 349.322052, 'z': -1144.175415}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 886.777649, 'y': 400.673981, 'z': -1268.248413}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1127.843506, 'y': 395.396698, 'z': -1243.294556}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 786.720703, 'y': 374.333923, 'z': -1162.812378}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'hate_kusa', 'area_no': 5}
{'position': {'x': 664.061401, 'y': 344.136902, 'z': -1029.266602}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1080.595581, 'y': 396.683136, 'z': -1189.276978}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 637.726379, 'y': 374.651978, 'z': -1242.338745}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 654.536438, 'y': 322.548798, 'z': -906.24231}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 673.456665, 'y': 377.745148, 'z': -1230.615845}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 665.207581, 'y': 348.48175, 'z': -1068.335815}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1136.595947, 'y': 395.25412, 'z': -1262.161987}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 731.997498, 'y': 361.640137, 'z': -1159.506714}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1352.4375, 'y': 244.410568, 'z': -1152.277588}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1148.954712, 'y': 393.32959, 'z': -1190.077515}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1239.531982, 'y': 264.124481, 'z': -1306.255981}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1036.379639, 'y': 396.261597, 'z': -1270.406616}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 634.415039, 'y': 336.576294, 'z': -1002.97406}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 683.864502, 'y': 317.736816, 'z': -862.585815}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 786.608765, 'y': 378.390106, 'z': -1227.043091}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 645.293579, 'y': 323.66922, 'z': -926.044128}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 793.396179, 'y': 377.128601, 'z': -1183.960571}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
